"gene","log2FC","pvalue","padj","pct.1","pct.2","method","contrast"
"Saa3",14.7731715128917,0,0,0.999,0.001,"macrophage_FindMarkers","Sepsis vs Control"
"S100a8",3.58917274519661,0,0,0.771,0.039,"macrophage_FindMarkers","Sepsis vs Control"
"Lcn2",11.0664064238299,0,0,0.725,0.002,"macrophage_FindMarkers","Sepsis vs Control"
"Mt2",3.71757742933143,0,0,0.866,0.206,"macrophage_FindMarkers","Sepsis vs Control"
"Mgl2",-6.25957511614505,0,0,0.055,0.637,"macrophage_FindMarkers","Sepsis vs Control"
"Fcgr4",3.43701221032266,0,0,0.642,0.066,"macrophage_FindMarkers","Sepsis vs Control"
"S100a9",2.49371491570916,0,0,0.626,0.05,"macrophage_FindMarkers","Sepsis vs Control"
"Clec4d",3.73757960932675,0,0,0.575,0.045,"macrophage_FindMarkers","Sepsis vs Control"
"Sod2",2.42588067053647,0,0,0.881,0.383,"macrophage_FindMarkers","Sepsis vs Control"
"Il1rn",4.06266912323799,0,0,0.513,0.03,"macrophage_FindMarkers","Sepsis vs Control"
"Selenop",-3.63245091474863,0,0,0.562,0.907,"macrophage_FindMarkers","Sepsis vs Control"
"Itm2b",-2.11509417271144,0,0,0.824,0.925,"macrophage_FindMarkers","Sepsis vs Control"
"Cst3",-2.36507823801633,0,0,0.903,0.963,"macrophage_FindMarkers","Sepsis vs Control"
"Apoe",-2.5026767832772,0,0,0.951,0.991,"macrophage_FindMarkers","Sepsis vs Control"
"Acp5",4.17587946366599,1.51322336434155e-313,2.99149126896682e-309,0.491,0.032,"macrophage_FindMarkers","Sepsis vs Control"
"Mrpl52",1.87137583432468,1.11624452656102e-308,2.20670380455847e-304,0.852,0.373,"macrophage_FindMarkers","Sepsis vs Control"
"Fpr1",8.16492712256551,9.25529128351609e-302,1.8296785338383e-297,0.402,0.001,"macrophage_FindMarkers","Sepsis vs Control"
"Lyz2",-1.61472489271801,3.18502242848325e-298,6.29647083886854e-294,0.891,0.972,"macrophage_FindMarkers","Sepsis vs Control"
"Pf4",-2.0296966002422,5.64602682816452e-286,1.11616304365984e-281,0.728,0.89,"macrophage_FindMarkers","Sepsis vs Control"
"Fpr2",6.86107867874982,2.50652433698682e-281,4.95514796178924e-277,0.38,0.003,"macrophage_FindMarkers","Sepsis vs Control"
"Pkm",1.90350857942208,3.13078942506666e-281,6.18925761441427e-277,0.835,0.353,"macrophage_FindMarkers","Sepsis vs Control"
"Irak3",2.84319202860103,3.24018127969394e-270,6.40551437182696e-266,0.485,0.045,"macrophage_FindMarkers","Sepsis vs Control"
"Pirb",1.79505193682834,3.53029965312348e-266,6.9790493842598e-262,0.768,0.249,"macrophage_FindMarkers","Sepsis vs Control"
"Fkbp5",3.90148028811557,5.0096230261624e-264,9.90352376042044e-260,0.421,0.022,"macrophage_FindMarkers","Sepsis vs Control"
"Trf",-2.88530152457873,3.75329104516667e-262,7.41988106718998e-258,0.422,0.745,"macrophage_FindMarkers","Sepsis vs Control"
"Manf",1.93140486344512,6.88583670010907e-258,1.36126105724456e-253,0.754,0.256,"macrophage_FindMarkers","Sepsis vs Control"
"Gm42418",1.44951669482243,7.78567267983253e-258,1.53914963207609e-253,1,1,"macrophage_FindMarkers","Sepsis vs Control"
"Bst1",2.85958960021997,2.6343100099642e-251,5.20776745869823e-247,0.512,0.071,"macrophage_FindMarkers","Sepsis vs Control"
"Ms4a6d",2.22777812999548,8.56231744846212e-250,1.69268453638648e-245,0.74,0.298,"macrophage_FindMarkers","Sepsis vs Control"
"Hpgd",-4.55277910455632,3.31973692050877e-247,6.56278791815379e-243,0.107,0.569,"macrophage_FindMarkers","Sepsis vs Control"
"Csf1r",-2.23749500949793,1.03256014490346e-246,2.04126815045965e-242,0.591,0.798,"macrophage_FindMarkers","Sepsis vs Control"
"Msr1",1.94867928247979,2.95138333075221e-246,5.83458970656405e-242,0.654,0.165,"macrophage_FindMarkers","Sepsis vs Control"
"Gsr",3.12338867796484,1.00327867836284e-245,1.98338161925551e-241,0.442,0.042,"macrophage_FindMarkers","Sepsis vs Control"
"Txn1",1.56400695494194,1.74911831640747e-245,3.45783199970593e-241,0.864,0.443,"macrophage_FindMarkers","Sepsis vs Control"
"Bola2",1.67369403502062,5.22917312418461e-243,1.03375523492006e-238,0.801,0.33,"macrophage_FindMarkers","Sepsis vs Control"
"Gapdh",1.22352580015765,5.75317228358099e-243,1.13734462874112e-238,0.949,0.714,"macrophage_FindMarkers","Sepsis vs Control"
"Pfn1",1.30385052400255,3.48584294732617e-237,6.8911629225691e-233,0.91,0.701,"macrophage_FindMarkers","Sepsis vs Control"
"Mif",1.96296146915906,4.88758217796128e-235,9.66226120761165e-231,0.727,0.236,"macrophage_FindMarkers","Sepsis vs Control"
"Itgam",2.0383608928041,2.92659899314997e-234,5.78559354955817e-230,0.71,0.238,"macrophage_FindMarkers","Sepsis vs Control"
"Nme2",1.24696339249017,9.13242117675654e-232,1.805388342433e-227,0.922,0.661,"macrophage_FindMarkers","Sepsis vs Control"
"Nfil3",2.39152894256223,6.93359537912419e-229,1.37070247049906e-224,0.497,0.074,"macrophage_FindMarkers","Sepsis vs Control"
"Hspa8",1.12349255290071,1.41642974629646e-226,2.80013996545347e-222,0.992,0.885,"macrophage_FindMarkers","Sepsis vs Control"
"Glrx",2.73973877648804,1.12286918941959e-223,2.21980010056358e-219,0.48,0.07,"macrophage_FindMarkers","Sepsis vs Control"
"H2-D1",-1.08882704584271,1.22660399253075e-222,2.42487343283403e-218,0.921,0.909,"macrophage_FindMarkers","Sepsis vs Control"
"Clec4e",4.85830486864315,3.30839275212973e-220,6.54036163168527e-216,0.327,0.009,"macrophage_FindMarkers","Sepsis vs Control"
"C1qa",-0.921192658447639,1.77411943957546e-218,3.50725672009672e-214,0.908,0.966,"macrophage_FindMarkers","Sepsis vs Control"
"Serp1",1.8552996805652,3.0051672202017e-217,5.94091507761674e-213,0.682,0.212,"macrophage_FindMarkers","Sepsis vs Control"
"Ifitm2",1.36701806110265,3.29832439641068e-216,6.52045749926427e-212,0.913,0.666,"macrophage_FindMarkers","Sepsis vs Control"
"Pycard",1.73068546262695,5.43109285129248e-214,1.07367274577201e-209,0.75,0.323,"macrophage_FindMarkers","Sepsis vs Control"
"Egr1",-1.65378445430911,6.64426671482188e-213,1.31350508685314e-208,0.794,0.883,"macrophage_FindMarkers","Sepsis vs Control"
"Hspe1",1.59808346383728,2.45062096437731e-210,4.8446325844775e-206,0.806,0.351,"macrophage_FindMarkers","Sepsis vs Control"
"Plin2",1.39001701741471,1.6322962956122e-206,3.22688654679576e-202,0.902,0.486,"macrophage_FindMarkers","Sepsis vs Control"
"Hck",1.71219789114081,3.44893204996706e-204,6.81819376957989e-200,0.61,0.159,"macrophage_FindMarkers","Sepsis vs Control"
"Mrc1",-2.25887516853992,1.2860481837737e-203,2.54238865450223e-199,0.535,0.769,"macrophage_FindMarkers","Sepsis vs Control"
"Fbxl5",2.48140197747617,7.71175642528472e-201,1.52453712771454e-196,0.496,0.094,"macrophage_FindMarkers","Sepsis vs Control"
"Cd38",1.8587628416726,1.90077723502373e-200,3.75764651591841e-196,0.526,0.107,"macrophage_FindMarkers","Sepsis vs Control"
"Zbp1",2.24103947983952,2.31617117280651e-199,4.57883879152119e-195,0.453,0.065,"macrophage_FindMarkers","Sepsis vs Control"
"Hspa1b",2.24781194744878,7.8185222097732e-199,1.54564365565006e-194,0.878,0.525,"macrophage_FindMarkers","Sepsis vs Control"
"Pgk1",1.90487867849635,8.43668767078165e-199,1.66784878563682e-194,0.549,0.126,"macrophage_FindMarkers","Sepsis vs Control"
"Psap",-1.82367865969223,9.2931083465668e-199,1.83715458903279e-194,0.666,0.83,"macrophage_FindMarkers","Sepsis vs Control"
"Cd74",-3.90299516829699,2.34266813842526e-196,4.6312206428529e-192,0.493,0.747,"macrophage_FindMarkers","Sepsis vs Control"
"Cebpb",1.22664817268891,1.0624596798707e-195,2.10037654113639e-191,0.965,0.69,"macrophage_FindMarkers","Sepsis vs Control"
"H2-Ab1",-4.76193422708819,2.68875687536856e-194,5.3154034669161e-190,0.238,0.608,"macrophage_FindMarkers","Sepsis vs Control"
"Aldoa",1.33358585845644,1.2340974040234e-192,2.43968715801386e-188,0.783,0.357,"macrophage_FindMarkers","Sepsis vs Control"
"Pilra",2.14321150660201,9.15528054448411e-190,1.80990741083906e-185,0.5,0.1,"macrophage_FindMarkers","Sepsis vs Control"
"Ikbke",4.82807609027614,4.55824722014508e-188,9.0111989295048e-184,0.275,0.005,"macrophage_FindMarkers","Sepsis vs Control"
"Ehd1",1.17906666869122,3.15439839167161e-185,6.23593018049562e-181,0.781,0.323,"macrophage_FindMarkers","Sepsis vs Control"
"Polr2l",1.46729975267046,1.43580235924873e-184,2.83843768399881e-180,0.554,0.13,"macrophage_FindMarkers","Sepsis vs Control"
"Pgs1",2.01393744839427,3.91235744964094e-183,7.73433944219518e-179,0.393,0.05,"macrophage_FindMarkers","Sepsis vs Control"
"H2-Aa",-4.65547512542995,1.94048397318104e-181,3.8361427665816e-177,0.186,0.565,"macrophage_FindMarkers","Sepsis vs Control"
"Rps25",0.930307390005897,1.32793097377662e-179,2.62518674205899e-175,0.929,0.746,"macrophage_FindMarkers","Sepsis vs Control"
"Pik3r5",2.57000487235562,1.40884958806003e-179,2.78515475063587e-175,0.346,0.036,"macrophage_FindMarkers","Sepsis vs Control"
"Pgam1",1.60399235335044,9.52232208799667e-178,1.88246785357606e-173,0.632,0.202,"macrophage_FindMarkers","Sepsis vs Control"
"H2-Eb1",-4.78943426153615,3.34292994139413e-177,6.60863820114205e-173,0.215,0.574,"macrophage_FindMarkers","Sepsis vs Control"
"Sec61g",1.1996672618146,9.97449760647474e-176,1.97185843182399e-171,0.858,0.544,"macrophage_FindMarkers","Sepsis vs Control"
"mt-Atp6",0.717272369943311,5.93058241337251e-174,1.17241683729961e-169,0.999,0.995,"macrophage_FindMarkers","Sepsis vs Control"
"Rpl23a",1.09492051341315,6.92756298536437e-174,1.36950992657668e-169,0.864,0.515,"macrophage_FindMarkers","Sepsis vs Control"
"Hp",8.28759568931003,1.46899233790303e-173,2.9040509528005e-169,0.251,0.003,"macrophage_FindMarkers","Sepsis vs Control"
"Ifi27l2a",1.66475548342985,2.30404338142012e-173,4.55486336072944e-169,0.962,0.816,"macrophage_FindMarkers","Sepsis vs Control"
"Ighm",-5.23783129045895,7.13552481313308e-173,1.41062190030828e-168,0.035,0.4,"macrophage_FindMarkers","Sepsis vs Control"
"Ttc39c",5.98895056323222,2.51771444098831e-171,4.97726967838979e-167,0.253,0.005,"macrophage_FindMarkers","Sepsis vs Control"
"Ms4a6c",1.39936794357185,1.05462052393203e-169,2.08487931376124e-165,0.816,0.505,"macrophage_FindMarkers","Sepsis vs Control"
"Psma6",1.46403490130056,1.40059647024681e-169,2.76883916203091e-165,0.639,0.221,"macrophage_FindMarkers","Sepsis vs Control"
"Rpl36al",0.986162660989716,5.29903429839873e-168,1.04756609045045e-163,0.907,0.654,"macrophage_FindMarkers","Sepsis vs Control"
"Ms4a8a",3.71385940586381,8.27271949771429e-167,1.63543391750314e-162,0.267,0.014,"macrophage_FindMarkers","Sepsis vs Control"
"Gas6",-3.76220341840872,3.99288970796972e-166,7.89354366368535e-162,0.162,0.515,"macrophage_FindMarkers","Sepsis vs Control"
"Cd44",1.34190994718149,6.65631280352726e-165,1.3158864781293e-160,0.718,0.285,"macrophage_FindMarkers","Sepsis vs Control"
"Fyb",1.06423312560414,7.27306472180005e-164,1.43781216485265e-159,0.863,0.448,"macrophage_FindMarkers","Sepsis vs Control"
"Ccl24",-5.31069309197415,9.29411543009892e-164,1.83735367937626e-159,0.041,0.398,"macrophage_FindMarkers","Sepsis vs Control"
"Fcgrt",-2.74306125230927,1.49381688535511e-163,2.95312660065852e-159,0.381,0.638,"macrophage_FindMarkers","Sepsis vs Control"
"Osm",2.64806565111746,2.27272136243191e-163,4.49294286139165e-159,0.366,0.054,"macrophage_FindMarkers","Sepsis vs Control"
"1700017B05Rik",1.47479845541417,1.90831413987831e-160,3.77254622312544e-156,0.51,0.121,"macrophage_FindMarkers","Sepsis vs Control"
"Gda",1.73633182939603,5.73838533070009e-160,1.1344213960261e-155,0.379,0.062,"macrophage_FindMarkers","Sepsis vs Control"
"Riok3",1.16828684548046,2.00095401636184e-158,3.95568599494573e-154,0.669,0.234,"macrophage_FindMarkers","Sepsis vs Control"
"Wfdc21",7.90493270390902,9.1777235701677e-157,1.81434417258645e-152,0.221,0.001,"macrophage_FindMarkers","Sepsis vs Control"
"Rps4x",-0.91771739661681,9.80527901792774e-157,1.93840560905414e-152,0.899,0.902,"macrophage_FindMarkers","Sepsis vs Control"
"Ifitm3",0.994869203117522,1.69113598858244e-156,3.34320673582862e-152,0.952,0.78,"macrophage_FindMarkers","Sepsis vs Control"
"Adam8",3.5828453406464,1.69817027779632e-156,3.35711282217555e-152,0.273,0.016,"macrophage_FindMarkers","Sepsis vs Control"
"Ppp1r14b",1.26713252629983,1.18448226006423e-155,2.34160297992098e-151,0.704,0.304,"macrophage_FindMarkers","Sepsis vs Control"
"H2-DMa",-3.68768613076356,1.7010999990815e-155,3.36290458818421e-151,0.149,0.495,"macrophage_FindMarkers","Sepsis vs Control"
"Mmp19",4.44357711202629,2.54021456380988e-154,5.02175017119576e-150,0.247,0.009,"macrophage_FindMarkers","Sepsis vs Control"
"Snhg6",2.64646810811591,4.99658197841383e-154,9.87774291312631e-150,0.292,0.027,"macrophage_FindMarkers","Sepsis vs Control"
"Mmp14",4.17006035310154,6.72630239117167e-154,1.32972271971073e-149,0.248,0.011,"macrophage_FindMarkers","Sepsis vs Control"
"Cd81",-1.46871722132509,5.25062196972738e-153,1.03799545719541e-148,0.696,0.769,"macrophage_FindMarkers","Sepsis vs Control"
"Hsp90ab1",0.878432025940445,7.44702494919824e-153,1.472202362207e-148,0.987,0.861,"macrophage_FindMarkers","Sepsis vs Control"
"Lars2",1.60031627265275,2.12018897965305e-152,4.19140159387612e-148,0.981,0.745,"macrophage_FindMarkers","Sepsis vs Control"
"Ctsb",-1.0848021133788,2.26631240949216e-152,4.48027300232505e-148,0.923,0.909,"macrophage_FindMarkers","Sepsis vs Control"
"H2-K1",-1.27240163793531,3.91185113476944e-152,7.73333850832571e-148,0.827,0.841,"macrophage_FindMarkers","Sepsis vs Control"
"mt-Nd3",0.851795345957684,4.16216002322538e-152,8.22817414991426e-148,0.968,0.607,"macrophage_FindMarkers","Sepsis vs Control"
"Hexa",-2.34875667913223,9.36962915288309e-152,1.85228198723346e-147,0.44,0.65,"macrophage_FindMarkers","Sepsis vs Control"
"Hspa1a",1.85423404758735,1.86039436088536e-149,3.67781361203426e-145,0.947,0.756,"macrophage_FindMarkers","Sepsis vs Control"
"Sdc4",1.13238475437368,3.99072242309872e-149,7.88925915822385e-145,0.817,0.416,"macrophage_FindMarkers","Sepsis vs Control"
"Hsph1",2.0579389108949,5.95257680309276e-149,1.17676490820341e-144,0.426,0.092,"macrophage_FindMarkers","Sepsis vs Control"
"Sec61b",1.13099715375063,5.97444162892368e-149,1.18108736562192e-144,0.814,0.478,"macrophage_FindMarkers","Sepsis vs Control"
"Siglece",1.98345136257711,1.66051016006274e-148,3.28266253542803e-144,0.371,0.061,"macrophage_FindMarkers","Sepsis vs Control"
"Sdf2l1",1.57229336362073,8.69639455585639e-147,1.71919023974725e-142,0.555,0.178,"macrophage_FindMarkers","Sepsis vs Control"
"Fgr",4.87566201274536,2.19858319643695e-146,4.34637912103621e-142,0.227,0.006,"macrophage_FindMarkers","Sepsis vs Control"
"Uqcc2",1.17609487244143,5.67117898086676e-146,1.12113537272755e-141,0.645,0.231,"macrophage_FindMarkers","Sepsis vs Control"
"Plaur",1.74303877601197,3.41154083094575e-145,6.74427506869664e-141,0.427,0.09,"macrophage_FindMarkers","Sepsis vs Control"
"Ppa1",2.07696587163351,3.9544062202102e-145,7.81746565673354e-141,0.33,0.043,"macrophage_FindMarkers","Sepsis vs Control"
"Rps17",0.910864090526302,3.27973726988953e-144,6.4837126088446e-140,0.882,0.654,"macrophage_FindMarkers","Sepsis vs Control"
"Fcrls",-2.95064430354336,2.14349946729979e-143,4.23748409690495e-139,0.234,0.547,"macrophage_FindMarkers","Sepsis vs Control"
"Nus1",1.6926933776804,4.91916794626829e-143,9.72470311297778e-139,0.43,0.087,"macrophage_FindMarkers","Sepsis vs Control"
"Ccl4",1.4077969562836,3.82177880363946e-141,7.55527451691485e-137,0.895,0.605,"macrophage_FindMarkers","Sepsis vs Control"
"Psmc1",1.46688661387275,1.3348358242462e-140,2.63883694095231e-136,0.442,0.103,"macrophage_FindMarkers","Sepsis vs Control"
"Rilpl2",1.2663491527739,2.51703414784243e-140,4.9759248068697e-136,0.672,0.269,"macrophage_FindMarkers","Sepsis vs Control"
"Slfn2",1.06092606670453,3.17916596556401e-140,6.28489319732349e-136,0.861,0.46,"macrophage_FindMarkers","Sepsis vs Control"
"Spi1",0.938193092286246,1.14384631788093e-138,2.26126978581881e-134,0.871,0.541,"macrophage_FindMarkers","Sepsis vs Control"
"Fau",-0.646418379167402,1.19039161875875e-138,2.35328519112417e-134,0.979,0.958,"macrophage_FindMarkers","Sepsis vs Control"
"Snx18",1.27711975173233,6.15483725924211e-138,1.21674977777957e-133,0.537,0.163,"macrophage_FindMarkers","Sepsis vs Control"
"Cycs",0.950421191783804,6.89945144166205e-138,1.36395255550217e-133,0.708,0.279,"macrophage_FindMarkers","Sepsis vs Control"
"Hspd1",1.22864052270345,1.06235192323843e-137,2.10016351705005e-133,0.633,0.238,"macrophage_FindMarkers","Sepsis vs Control"
"Fosb",-1.20971247318194,1.12187342740715e-137,2.2178315786412e-133,0.871,0.9,"macrophage_FindMarkers","Sepsis vs Control"
"Krtcap2",1.09552965595222,1.77655471308834e-137,3.51207101230434e-133,0.721,0.315,"macrophage_FindMarkers","Sepsis vs Control"
"Pou2f2",1.1422806915432,2.64891426351761e-137,5.23663860754796e-133,0.489,0.13,"macrophage_FindMarkers","Sepsis vs Control"
"S100a10",1.22183881938016,3.64414100537688e-136,7.20410235352955e-132,0.822,0.489,"macrophage_FindMarkers","Sepsis vs Control"
"Lrrc25",1.11441230201965,6.67863258313861e-136,1.32029887536067e-131,0.726,0.327,"macrophage_FindMarkers","Sepsis vs Control"
"Sik1",1.93710488358021,3.79646240969514e-135,7.50522653772633e-131,0.309,0.044,"macrophage_FindMarkers","Sepsis vs Control"
"Aprt",1.24024914391291,3.09901557152584e-134,6.12644388334944e-130,0.617,0.233,"macrophage_FindMarkers","Sepsis vs Control"
"Gnl3",1.11803971825969,6.56504416596833e-134,1.29784358117028e-129,0.657,0.247,"macrophage_FindMarkers","Sepsis vs Control"
"Rbis",1.22598299760555,7.0941355503934e-134,1.40243965695727e-129,0.577,0.183,"macrophage_FindMarkers","Sepsis vs Control"
"Timp2",-2.00885912667491,8.5316438667595e-134,1.68662067601968e-129,0.544,0.682,"macrophage_FindMarkers","Sepsis vs Control"
"Igfbp4",-3.38067147058023,1.64656477262772e-133,3.25509389900773e-129,0.147,0.47,"macrophage_FindMarkers","Sepsis vs Control"
"Rgs1",1.91898198593297,1.38558461307338e-132,2.73916222158477e-128,0.636,0.279,"macrophage_FindMarkers","Sepsis vs Control"
"Rps15",0.858074853907763,1.62142390596791e-132,3.20539291970796e-128,0.874,0.606,"macrophage_FindMarkers","Sepsis vs Control"
"Calr",0.876346479692985,1.83108743417988e-132,3.6198767486302e-128,0.872,0.55,"macrophage_FindMarkers","Sepsis vs Control"
"Slc39a14",3.25089435109279,5.42373551267257e-132,1.07221827350024e-127,0.226,0.01,"macrophage_FindMarkers","Sepsis vs Control"
"mt-Nd1",0.683160283177342,1.35445973313131e-131,2.67763144642728e-127,0.993,0.93,"macrophage_FindMarkers","Sepsis vs Control"
"Srm",2.23701494058318,5.66606286158975e-131,1.12012396710768e-126,0.286,0.037,"macrophage_FindMarkers","Sepsis vs Control"
"Ccl7",1.46936866242814,1.55448173221715e-130,3.07305493642009e-126,0.769,0.411,"macrophage_FindMarkers","Sepsis vs Control"
"Tmed5",1.11524578706352,3.21458439972406e-130,6.3549118998145e-126,0.65,0.248,"macrophage_FindMarkers","Sepsis vs Control"
"Ets2",1.0301146953364,1.12914473728742e-129,2.2322062311435e-125,0.761,0.349,"macrophage_FindMarkers","Sepsis vs Control"
"Tnfaip3",1.41505108095912,3.27750883554818e-129,6.47930721699519e-125,0.685,0.313,"macrophage_FindMarkers","Sepsis vs Control"
"Apoc2",3.1017675930757,5.62039234392809e-129,1.11109536247114e-124,0.223,0.014,"macrophage_FindMarkers","Sepsis vs Control"
"Eif1",-0.667180943557871,1.14525889619011e-127,2.26406231187823e-123,0.953,0.905,"macrophage_FindMarkers","Sepsis vs Control"
"Llph",0.963674946323013,6.1311648113021e-127,1.21206997154631e-122,0.707,0.298,"macrophage_FindMarkers","Sepsis vs Control"
"Mef2c",-2.34783787661359,1.13619437061373e-126,2.24614265126628e-122,0.341,0.589,"macrophage_FindMarkers","Sepsis vs Control"
"Ccdc86",1.26164011161039,6.49253408115203e-126,1.28350906250294e-121,0.449,0.113,"macrophage_FindMarkers","Sepsis vs Control"
"Sgms1",1.06922597433089,8.41610196165505e-126,1.66377919679959e-121,0.499,0.145,"macrophage_FindMarkers","Sepsis vs Control"
"Lrg1",4.92515633305825,1.20999014826216e-125,2.39202952409947e-121,0.192,0.003,"macrophage_FindMarkers","Sepsis vs Control"
"Nme1",1.0606294564024,5.21717448793899e-125,1.03138322452066e-120,0.678,0.319,"macrophage_FindMarkers","Sepsis vs Control"
"Tma16",2.33033604404446,3.01327124302811e-124,5.95693592034226e-120,0.27,0.032,"macrophage_FindMarkers","Sepsis vs Control"
"Cpd",1.39800165154222,3.44430763604569e-124,6.80905176569872e-120,0.387,0.091,"macrophage_FindMarkers","Sepsis vs Control"
"Dtx2",2.29556485690027,6.94276508297539e-124,1.37251522925341e-119,0.26,0.028,"macrophage_FindMarkers","Sepsis vs Control"
"Slc15a3",1.0239142990651,8.30038966694241e-124,1.64090403325785e-119,0.528,0.164,"macrophage_FindMarkers","Sepsis vs Control"
"Polr2f",1.02568301264281,2.8206152852174e-123,5.57607435734628e-119,0.584,0.199,"macrophage_FindMarkers","Sepsis vs Control"
"Lrrc59",1.24316259220344,3.93366916526765e-123,7.77647057281763e-119,0.433,0.113,"macrophage_FindMarkers","Sepsis vs Control"
"Rnf149",1.50948505700975,9.12747332590755e-123,1.80441020179866e-118,0.39,0.087,"macrophage_FindMarkers","Sepsis vs Control"
"Rgs10",-1.74918579036444,3.37384722471073e-122,6.66975857853063e-118,0.567,0.68,"macrophage_FindMarkers","Sepsis vs Control"
"Atp5g1",0.778056698241411,7.76053338952143e-122,1.53417984577449e-117,0.852,0.518,"macrophage_FindMarkers","Sepsis vs Control"
"Snrpf",0.9612732847158,7.83592039763321e-122,1.54908310340811e-117,0.694,0.304,"macrophage_FindMarkers","Sepsis vs Control"
"Cox17",0.936213854185291,5.38667831114356e-121,1.06489243532997e-116,0.66,0.269,"macrophage_FindMarkers","Sepsis vs Control"
"Cct6a",1.19783293442199,5.55644333400793e-121,1.09845328270003e-116,0.52,0.167,"macrophage_FindMarkers","Sepsis vs Control"
"Samsn1",1.05894989741877,2.38681244820148e-120,4.7184895288495e-116,0.578,0.203,"macrophage_FindMarkers","Sepsis vs Control"
"Cacna1d",1.82402599012043,1.1856036668934e-119,2.34381988908155e-115,0.315,0.05,"macrophage_FindMarkers","Sepsis vs Control"
"Ell2",2.11131789851884,1.85026414641453e-119,3.65778719104689e-115,0.266,0.035,"macrophage_FindMarkers","Sepsis vs Control"
"Ltc4s",-3.07751985301476,2.44075189274363e-119,4.82512241676488e-115,0.142,0.439,"macrophage_FindMarkers","Sepsis vs Control"
"Mrps28",1.50959757699,6.29616056646776e-119,1.24468798238501e-114,0.369,0.079,"macrophage_FindMarkers","Sepsis vs Control"
"Pik3ap1",0.942969533393698,2.30977922184632e-118,4.56620254366798e-114,0.544,0.18,"macrophage_FindMarkers","Sepsis vs Control"
"Mydgf",0.974318039331827,2.4430360819563e-118,4.82963803041941e-114,0.596,0.224,"macrophage_FindMarkers","Sepsis vs Control"
"Ly6a",2.04421355941025,4.20241256498037e-118,8.30774939970969e-114,0.297,0.046,"macrophage_FindMarkers","Sepsis vs Control"
"Slc2a1",2.30245865484009,6.52022903354444e-118,1.2889840776414e-113,0.243,0.029,"macrophage_FindMarkers","Sepsis vs Control"
"Gpr34",-7.03666254219424,2.0246348539872e-117,4.0025006428473e-113,0.007,0.278,"macrophage_FindMarkers","Sepsis vs Control"
"Serpina3n",6.55869158488724,1.08817859154805e-116,2.15122025763133e-112,0.169,0.002,"macrophage_FindMarkers","Sepsis vs Control"
"Mphosph10",1.75376096727263,2.32504367729909e-116,4.59637884565257e-112,0.317,0.056,"macrophage_FindMarkers","Sepsis vs Control"
"1110008P14Rik",1.68988094185347,5.77485701673702e-116,1.14163148363874e-111,0.345,0.073,"macrophage_FindMarkers","Sepsis vs Control"
"Cp",1.49244417255818,8.70461583455655e-116,1.72081550433348e-111,0.384,0.095,"macrophage_FindMarkers","Sepsis vs Control"
"Ybx3",1.1829144173678,8.99664999761062e-116,1.77854773802764e-111,0.451,0.125,"macrophage_FindMarkers","Sepsis vs Control"
"Ddx21",0.869110204129634,1.23733837257686e-115,2.4460942287472e-111,0.605,0.221,"macrophage_FindMarkers","Sepsis vs Control"
"Dusp2",2.17186624169012,1.39476664099103e-115,2.75731417257517e-111,0.437,0.132,"macrophage_FindMarkers","Sepsis vs Control"
"Kmt5a",1.46278701703599,2.77200608598175e-115,5.47997883137731e-111,0.34,0.068,"macrophage_FindMarkers","Sepsis vs Control"
"Rtp4",1.39247474345993,5.84372200831615e-115,1.15524540382402e-110,0.389,0.096,"macrophage_FindMarkers","Sepsis vs Control"
"Klra2",2.71126507739303,2.15599187740937e-114,4.26218034245057e-110,0.232,0.024,"macrophage_FindMarkers","Sepsis vs Control"
"Cxcl13",9.78566875946845,1.17233972238726e-112,2.31759839718738e-108,0.162,0.002,"macrophage_FindMarkers","Sepsis vs Control"
"Nlrp3",1.25411403482442,1.55431680953203e-112,3.07272890076387e-108,0.66,0.289,"macrophage_FindMarkers","Sepsis vs Control"
"Mrto4",1.33940802344402,2.35823680032153e-112,4.66199833055563e-108,0.371,0.08,"macrophage_FindMarkers","Sepsis vs Control"
"Fcgr1",1.06053162755431,5.5015715033742e-112,1.08760567050205e-107,0.614,0.255,"macrophage_FindMarkers","Sepsis vs Control"
"Ranbp1",0.957533728775055,5.61688765954404e-112,1.11040252141526e-107,0.644,0.269,"macrophage_FindMarkers","Sepsis vs Control"
"H2afz",-1.2946389504815,8.73932500326033e-112,1.72767715989453e-107,0.781,0.776,"macrophage_FindMarkers","Sepsis vs Control"
"Rcan1",1.60203198977593,3.49483754902218e-111,6.90894435066194e-107,0.367,0.09,"macrophage_FindMarkers","Sepsis vs Control"
"Chd7",1.14906227849212,4.53492011428868e-111,8.96508357393729e-107,0.381,0.095,"macrophage_FindMarkers","Sepsis vs Control"
"Osgin2",2.11819675202564,9.50089463685846e-111,1.87823186076055e-106,0.273,0.043,"macrophage_FindMarkers","Sepsis vs Control"
"Dusp16",1.52950564169627,1.09759069363089e-110,2.16982704223891e-106,0.349,0.08,"macrophage_FindMarkers","Sepsis vs Control"
"Basp1",1.14303247227889,1.15345028240273e-110,2.28025586328195e-106,0.681,0.326,"macrophage_FindMarkers","Sepsis vs Control"
"Por",0.972246198641538,1.31024811821296e-110,2.5902295048952e-106,0.365,0.089,"macrophage_FindMarkers","Sepsis vs Control"
