"gene","log2FC","pvalue","padj","pct.1","pct.2","method","contrast"
"Tmsb10",-0.921064070055139,1.73947979404277e-22,3.41686015943821e-18,0.568,0.636,"macrophage_FindMarkers","Sepsis vs Sham"
"Hmox2",-0.922851306250044,1.77874114069653e-22,3.49398122267019e-18,0.38,0.456,"macrophage_FindMarkers","Sepsis vs Sham"
"Mrps25",0.439201431833578,1.8882785121093e-22,3.7091454813363e-18,0.33,0.191,"macrophage_FindMarkers","Sepsis vs Sham"
"Ctla2b",1.83044766892037,1.98530727302806e-22,3.89973907640902e-18,0.433,0.329,"macrophage_FindMarkers","Sepsis vs Sham"
"Gm10076",0.268396696484385,2.1299843591516e-22,4.1839282766815e-18,0.908,0.836,"macrophage_FindMarkers","Sepsis vs Sham"
"Actg1",-0.308532037674076,2.19329290057059e-22,4.30828524459081e-18,0.922,0.902,"macrophage_FindMarkers","Sepsis vs Sham"
"Fam162a",0.714098759391444,2.1963884356364e-22,4.31436580412057e-18,0.301,0.174,"macrophage_FindMarkers","Sepsis vs Sham"
"Arhgap26",0.706804741397943,2.20829316128761e-22,4.33775025671726e-18,0.142,0.056,"macrophage_FindMarkers","Sepsis vs Sham"
"Zbtb11",0.442853373173913,2.24014346429934e-22,4.40031380692319e-18,0.339,0.204,"macrophage_FindMarkers","Sepsis vs Sham"
"Srsf11",0.335298750602232,2.57665673911504e-22,5.06132683264368e-18,0.667,0.49,"macrophage_FindMarkers","Sepsis vs Sham"
"Sla",0.672349354795254,2.86777504226551e-22,5.63317051552213e-18,0.3,0.171,"macrophage_FindMarkers","Sepsis vs Sham"
"Cinp",0.867208630029879,3.03515369451244e-22,5.96195240213078e-18,0.179,0.08,"macrophage_FindMarkers","Sepsis vs Sham"
"Fchsd2",-2.32233242278714,3.08436153016801e-22,6.05861135370901e-18,0.07,0.167,"macrophage_FindMarkers","Sepsis vs Sham"
"Cd72",1.18882189250153,3.19327259370927e-22,6.27254535582312e-18,0.484,0.381,"macrophage_FindMarkers","Sepsis vs Sham"
"Ptprs",-2.35385902739903,3.51661738822277e-22,6.90769153568598e-18,0.026,0.104,"macrophage_FindMarkers","Sepsis vs Sham"
"Fbxw4",-2.15607913814962,3.58208378857802e-22,7.03628718590381e-18,0.063,0.153,"macrophage_FindMarkers","Sepsis vs Sham"
"Rab11a",0.418479148374016,3.60657836203324e-22,7.0844018765419e-18,0.527,0.354,"macrophage_FindMarkers","Sepsis vs Sham"
"Bst2",0.260757279432862,3.91247224033618e-22,7.68526922169236e-18,0.81,0.696,"macrophage_FindMarkers","Sepsis vs Sham"
"Snrpf",0.363358572966161,3.99215943292423e-22,7.84179877409307e-18,0.694,0.547,"macrophage_FindMarkers","Sepsis vs Sham"
"Samd4b",0.584221208505801,4.04083417412203e-22,7.9374105682279e-18,0.243,0.127,"macrophage_FindMarkers","Sepsis vs Sham"
"Fam214a",-2.20641165643048,4.18481225912584e-22,8.22022672060088e-18,0.043,0.129,"macrophage_FindMarkers","Sepsis vs Sham"
"Tmem126a",0.568801712286868,4.44112667945297e-22,8.72370513644948e-18,0.342,0.202,"macrophage_FindMarkers","Sepsis vs Sham"
"Abhd11",0.758900436378822,4.78418532989056e-22,9.39757524350404e-18,0.193,0.09,"macrophage_FindMarkers","Sepsis vs Sham"
"B930036N10Rik",1.75314027863255,4.91971886065592e-22,9.66380375798642e-18,0.371,0.249,"macrophage_FindMarkers","Sepsis vs Sham"
"Slc31a2",0.739148416604844,5.14199307179232e-22,1.01004169909216e-17,0.25,0.132,"macrophage_FindMarkers","Sepsis vs Sham"
"Leprot",-1.31362098613218,5.17504219288179e-22,1.01653353794777e-17,0.204,0.309,"macrophage_FindMarkers","Sepsis vs Sham"
"Polr2h",0.836510832685767,5.60452837599623e-22,1.10089750889694e-17,0.216,0.11,"macrophage_FindMarkers","Sepsis vs Sham"
"Syvn1",0.85544239840177,5.7414396174855e-22,1.12779098406268e-17,0.149,0.063,"macrophage_FindMarkers","Sepsis vs Sham"
"Pnpla7",-2.32028560177219,5.78765960938395e-22,1.13686997707129e-17,0.038,0.119,"macrophage_FindMarkers","Sepsis vs Sham"
"Man1c1",-1.74762321382854,6.29338007073243e-22,1.23620864729397e-17,0.119,0.216,"macrophage_FindMarkers","Sepsis vs Sham"
"Pigp",-1.42748578119374,6.42825308869162e-22,1.26270175421169e-17,0.12,0.226,"macrophage_FindMarkers","Sepsis vs Sham"
"Uso1",0.502506177132904,6.55139821740292e-22,1.28689115184446e-17,0.217,0.108,"macrophage_FindMarkers","Sepsis vs Sham"
"Rhob",0.382046664641782,6.79795777871801e-22,1.33532284647358e-17,0.875,0.753,"macrophage_FindMarkers","Sepsis vs Sham"
"Fcna",-2.20927890608492,6.8850276792917e-22,1.35242598704327e-17,0.118,0.217,"macrophage_FindMarkers","Sepsis vs Sham"
"Utp23",0.911566358082643,7.14238461384954e-22,1.40297860969847e-17,0.19,0.09,"macrophage_FindMarkers","Sepsis vs Sham"
"Tbc1d4",-3.10443525671229,7.29427748668593e-22,1.43281492670972e-17,0.031,0.11,"macrophage_FindMarkers","Sepsis vs Sham"
"Ulk2",-1.77880458768522,7.86362141005874e-22,1.54465115357784e-17,0.087,0.186,"macrophage_FindMarkers","Sepsis vs Sham"
"Tbxas1",-1.15612539321805,8.15648161156497e-22,1.60217768295971e-17,0.284,0.382,"macrophage_FindMarkers","Sepsis vs Sham"
"Cd3eap",0.954715386432828,8.4542605817294e-22,1.66067040606911e-17,0.149,0.061,"macrophage_FindMarkers","Sepsis vs Sham"
"Cwc25",0.285510883764978,8.59851414096666e-22,1.68900613271008e-17,0.346,0.204,"macrophage_FindMarkers","Sepsis vs Sham"
"Elovl1",0.435763728939939,9.86793231139425e-22,1.93835794392717e-17,0.319,0.178,"macrophage_FindMarkers","Sepsis vs Sham"
"Plekha3",0.906420142685439,1.07280662616254e-21,2.10731405577107e-17,0.149,0.06,"macrophage_FindMarkers","Sepsis vs Sham"
"Tiparp",0.273734872649673,1.12989645654121e-21,2.2194556095839e-17,0.679,0.507,"macrophage_FindMarkers","Sepsis vs Sham"
"Slc7a1",1.03094873107932,1.29080693786459e-21,2.53553206804741e-17,0.127,0.046,"macrophage_FindMarkers","Sepsis vs Sham"
"Lrrfip1",0.358579685991941,1.33248088053148e-21,2.61739219362798e-17,0.359,0.217,"macrophage_FindMarkers","Sepsis vs Sham"
"Bet1l",0.536238453116523,1.39007940116639e-21,2.73053296771114e-17,0.257,0.136,"macrophage_FindMarkers","Sepsis vs Sham"
"Ak2",0.594976758116262,1.45400071196002e-21,2.85609359850306e-17,0.285,0.161,"macrophage_FindMarkers","Sepsis vs Sham"
"Klhdc4",0.73201850165321,1.45748231507924e-21,2.86293251151016e-17,0.162,0.072,"macrophage_FindMarkers","Sepsis vs Sham"
"Bnip3",0.896337006296011,1.47207434046357e-21,2.8915956269726e-17,0.166,0.074,"macrophage_FindMarkers","Sepsis vs Sham"
"Rpl36",0.223966577212506,1.5160404623545e-21,2.97795828020295e-17,0.956,0.897,"macrophage_FindMarkers","Sepsis vs Sham"
"Polr1c",0.914976423507072,1.5626372580116e-21,3.06948836591218e-17,0.152,0.064,"macrophage_FindMarkers","Sepsis vs Sham"
"Anapc16",0.586081892502225,1.68540779835668e-21,3.31064653831202e-17,0.333,0.199,"macrophage_FindMarkers","Sepsis vs Sham"
"Sash1",0.264411921167602,1.71511366588879e-21,3.36899777390535e-17,0.531,0.363,"macrophage_FindMarkers","Sepsis vs Sham"
"Gnas",-0.570091565984465,1.73690260757729e-21,3.41179779206407e-17,0.676,0.692,"macrophage_FindMarkers","Sepsis vs Sham"
"Pstpip1",0.425199936519456,1.83460492466723e-21,3.60371445352384e-17,0.319,0.192,"macrophage_FindMarkers","Sepsis vs Sham"
"Itgb2",0.450604236828405,1.8478029817501e-21,3.62963939705171e-17,0.464,0.312,"macrophage_FindMarkers","Sepsis vs Sham"
"Ctsd",-1.01881499526744,1.87279169033343e-21,3.67872471732196e-17,0.565,0.607,"macrophage_FindMarkers","Sepsis vs Sham"
"Sec23b",0.797968076679485,2.03116127438005e-21,3.98981009126473e-17,0.169,0.075,"macrophage_FindMarkers","Sepsis vs Sham"
"Psmb6",0.382301881666796,2.0324439332821e-21,3.99232961814604e-17,0.656,0.507,"macrophage_FindMarkers","Sepsis vs Sham"
"Ube2j2",0.465165724705538,2.09628028106817e-21,4.1177233561022e-17,0.378,0.233,"macrophage_FindMarkers","Sepsis vs Sham"
"Tars",0.819055228905895,2.27104976117764e-21,4.46102304588125e-17,0.19,0.091,"macrophage_FindMarkers","Sepsis vs Sham"
"Necap2",-1.01750874455948,2.28561415866311e-21,4.48963189186194e-17,0.35,0.439,"macrophage_FindMarkers","Sepsis vs Sham"
"Acsl5",0.539281892273634,2.44388292916709e-21,4.80051923776291e-17,0.326,0.195,"macrophage_FindMarkers","Sepsis vs Sham"
"Ccnl2",0.284754151936285,2.46681586715966e-21,4.84556640786171e-17,0.368,0.231,"macrophage_FindMarkers","Sepsis vs Sham"
"Scamp2",-1.19040051348448,2.59109976788722e-21,5.08969727406086e-17,0.33,0.423,"macrophage_FindMarkers","Sepsis vs Sham"
"Ddx60",-1.97057692925731,2.79145778157089e-21,5.4832605203397e-17,0.108,0.209,"macrophage_FindMarkers","Sepsis vs Sham"
"Rnf187",-1.23346075594354,2.81383382514725e-21,5.52721378273675e-17,0.244,0.349,"macrophage_FindMarkers","Sepsis vs Sham"
"Gpr107",0.447280897665399,3.00978693294163e-21,5.91212447237724e-17,0.221,0.117,"macrophage_FindMarkers","Sepsis vs Sham"
"Nfxl1",-1.58585615277026,3.05883354087702e-21,6.00846672434473e-17,0.153,0.261,"macrophage_FindMarkers","Sepsis vs Sham"
"Ube2l3",0.379372592453908,3.13544671363459e-21,6.15895797959242e-17,0.625,0.479,"macrophage_FindMarkers","Sepsis vs Sham"
"Atp7a",0.611867088558772,3.19861144970091e-21,6.2830324706475e-17,0.228,0.118,"macrophage_FindMarkers","Sepsis vs Sham"
"Mxd1",0.912812623060569,3.24810204755094e-21,6.38024685200432e-17,0.203,0.101,"macrophage_FindMarkers","Sepsis vs Sham"
"Snrpa",0.506526742745236,3.30685299404766e-21,6.49565133620782e-17,0.332,0.198,"macrophage_FindMarkers","Sepsis vs Sham"
"Gfer",0.642162175155879,3.50678232308504e-21,6.88837251723595e-17,0.257,0.139,"macrophage_FindMarkers","Sepsis vs Sham"
"Runx3",0.641769514775897,4.04438746917825e-21,7.94439030570684e-17,0.235,0.126,"macrophage_FindMarkers","Sepsis vs Sham"
"Abcf1",0.397026286926437,4.09927907724865e-21,8.05221389143952e-17,0.418,0.268,"macrophage_FindMarkers","Sepsis vs Sham"
"Anp32a",-0.677990641305217,4.65481872241867e-21,9.14346041644698e-17,0.496,0.543,"macrophage_FindMarkers","Sepsis vs Sham"
"Dguok",-1.33722797607357,4.89094334767787e-21,9.60728001784365e-17,0.17,0.275,"macrophage_FindMarkers","Sepsis vs Sham"
"Cers6",0.763405036972657,5.00461490923587e-21,9.83056506621202e-17,0.19,0.092,"macrophage_FindMarkers","Sepsis vs Sham"
"Dgkd",-1.99709742268422,5.06207297384159e-21,9.94342994251703e-17,0.116,0.223,"macrophage_FindMarkers","Sepsis vs Sham"
"Arf5",-0.568670066498729,5.26443563842463e-21,1.03409309245575e-16,0.668,0.691,"macrophage_FindMarkers","Sepsis vs Sham"
"Pdcd4",-1.4523462774119,5.34277642539125e-21,1.0494815732396e-16,0.07,0.163,"macrophage_FindMarkers","Sepsis vs Sham"
"Rpl22",-0.293492239850506,5.56459478194043e-21,1.09305335301656e-16,0.862,0.855,"macrophage_FindMarkers","Sepsis vs Sham"
"Map1lc3b",-0.54121871270277,5.60254559750471e-21,1.10050803171785e-16,0.705,0.714,"macrophage_FindMarkers","Sepsis vs Sham"
"Tmbim4",0.404274353476168,5.91622839792182e-21,1.16212474420378e-16,0.494,0.333,"macrophage_FindMarkers","Sepsis vs Sham"
"Snhg15",0.693129541786432,6.33878759028545e-21,1.24512804635977e-16,0.357,0.226,"macrophage_FindMarkers","Sepsis vs Sham"
"Dnajc21",0.612419000782655,6.44625692869056e-21,1.26623824850269e-16,0.24,0.125,"macrophage_FindMarkers","Sepsis vs Sham"
"Ttc3",-2.19993333552176,6.90173321621551e-21,1.35570745566121e-16,0.056,0.146,"macrophage_FindMarkers","Sepsis vs Sham"
"Mef2d",0.434621550453813,7.28690685737267e-21,1.43136711399371e-16,0.258,0.139,"macrophage_FindMarkers","Sepsis vs Sham"
"Thoc1",0.720192532484705,7.35286472345461e-21,1.44432321762819e-16,0.253,0.137,"macrophage_FindMarkers","Sepsis vs Sham"
"Knop1",0.600340449011082,7.67603267371538e-21,1.50780309809791e-16,0.188,0.092,"macrophage_FindMarkers","Sepsis vs Sham"
"Snd1",0.461842353210022,8.43896231046145e-21,1.65766536664394e-16,0.226,0.115,"macrophage_FindMarkers","Sepsis vs Sham"
"Rsrc2",0.368796815909196,8.52519232080688e-21,1.6746035275761e-16,0.64,0.476,"macrophage_FindMarkers","Sepsis vs Sham"
"Cd300ld",-1.12088577510211,8.74065002098714e-21,1.7169258836225e-16,0.295,0.387,"macrophage_FindMarkers","Sepsis vs Sham"
"Pink1",-1.71905759870933,9.32458414203122e-21,1.83162806301919e-16,0.063,0.159,"macrophage_FindMarkers","Sepsis vs Sham"
"Ccpg1",-1.83321274075145,1.0098589369267e-20,1.98366590980512e-16,0.087,0.182,"macrophage_FindMarkers","Sepsis vs Sham"
"Rad23b",0.354443478279586,1.02866972187453e-20,2.02061593467814e-16,0.451,0.297,"macrophage_FindMarkers","Sepsis vs Sham"
"Rlf",0.393526373346606,1.1208644310712e-20,2.20171400195316e-16,0.294,0.168,"macrophage_FindMarkers","Sepsis vs Sham"
"Samd8",0.533748764543317,1.16690201901491e-20,2.29214563595098e-16,0.144,0.06,"macrophage_FindMarkers","Sepsis vs Sham"
"Npl",-1.69972308323919,1.17105851528472e-20,2.30031024157377e-16,0.107,0.205,"macrophage_FindMarkers","Sepsis vs Sham"
"Ddx49",0.752116101429271,1.19904161579745e-20,2.35527744591094e-16,0.173,0.077,"macrophage_FindMarkers","Sepsis vs Sham"
"Hax1",0.688459638685623,1.25380456790878e-20,2.46284831274321e-16,0.204,0.105,"macrophage_FindMarkers","Sepsis vs Sham"
"D16Ertd472e",1.145880633327,1.36055713146441e-20,2.67254237333553e-16,0.136,0.054,"macrophage_FindMarkers","Sepsis vs Sham"
"1810037I17Rik",0.266066084732103,1.41302837218215e-20,2.7756116314774e-16,0.651,0.491,"macrophage_FindMarkers","Sepsis vs Sham"
"Rps8",0.255776841741677,1.43497726136043e-20,2.8187258344903e-16,0.96,0.92,"macrophage_FindMarkers","Sepsis vs Sham"
"Ddx18",0.631530809998964,1.44668916452414e-20,2.84173152587477e-16,0.299,0.174,"macrophage_FindMarkers","Sepsis vs Sham"
"Wdr89",0.679101118869902,1.44759390354366e-20,2.8435087047308e-16,0.212,0.107,"macrophage_FindMarkers","Sepsis vs Sham"
"Plekhf2",0.539529588788618,1.50814712105472e-20,2.96245338988778e-16,0.232,0.124,"macrophage_FindMarkers","Sepsis vs Sham"
"Acbd3",0.258549656985748,1.56402075920166e-20,3.07220597729982e-16,0.33,0.198,"macrophage_FindMarkers","Sepsis vs Sham"
"Nfkbid",-1.13050831499748,1.71852511968912e-20,3.37569889260533e-16,0.216,0.332,"macrophage_FindMarkers","Sepsis vs Sham"
"Snx1",0.520617367848059,1.76908076806638e-20,3.47500535271279e-16,0.33,0.193,"macrophage_FindMarkers","Sepsis vs Sham"
"Il10rb",-1.06708971743762,1.8206996887795e-20,3.57640039866956e-16,0.336,0.421,"macrophage_FindMarkers","Sepsis vs Sham"
"Gm6377",0.612252976242372,1.87554268447628e-20,3.68412849511676e-16,0.5,0.347,"macrophage_FindMarkers","Sepsis vs Sham"
"Mvp",0.267232707123756,1.95297146027105e-20,3.83622183941042e-16,0.373,0.229,"macrophage_FindMarkers","Sepsis vs Sham"
"Zfp655",0.681732673615944,2.0389960447617e-20,4.00519993072541e-16,0.238,0.13,"macrophage_FindMarkers","Sepsis vs Sham"
"Entpd7",0.945906006511271,2.14278150462931e-20,4.20906570954335e-16,0.113,0.04,"macrophage_FindMarkers","Sepsis vs Sham"
"Rpl7l1",0.371989213932722,2.1724922350558e-20,4.2674264973201e-16,0.389,0.24,"macrophage_FindMarkers","Sepsis vs Sham"
"Btg3",0.627020549312588,2.31767750605242e-20,4.55261392513878e-16,0.221,0.116,"macrophage_FindMarkers","Sepsis vs Sham"
"Cd86",-0.605799622800404,2.3429188667446e-20,4.60219552994641e-16,0.626,0.672,"macrophage_FindMarkers","Sepsis vs Sham"
"Ccdc174",0.602060808255454,3.16905827960037e-20,6.22498117861901e-16,0.277,0.156,"macrophage_FindMarkers","Sepsis vs Sham"
"Ptgs2",1.01148254749095,3.20173189623635e-20,6.28916196377707e-16,0.195,0.098,"macrophage_FindMarkers","Sepsis vs Sham"
"Dock8",-1.51582302762497,3.31131694048991e-20,6.50441986620433e-16,0.189,0.289,"macrophage_FindMarkers","Sepsis vs Sham"
"Usp14",0.548592940419511,3.35093713006694e-20,6.5822458045905e-16,0.285,0.165,"macrophage_FindMarkers","Sepsis vs Sham"
"Wnk1",0.193547938579351,3.39111205512478e-20,6.6611614098816e-16,0.811,0.676,"macrophage_FindMarkers","Sepsis vs Sham"
"Rnf169",0.621246528474647,3.50309683325574e-20,6.88113310956425e-16,0.173,0.082,"macrophage_FindMarkers","Sepsis vs Sham"
"Rrp7a",0.559343507357864,3.5650895865259e-20,7.00290547481283e-16,0.242,0.128,"macrophage_FindMarkers","Sepsis vs Sham"
"Kri1",0.495824435547044,3.79731890398062e-20,7.45907352308914e-16,0.136,0.059,"macrophage_FindMarkers","Sepsis vs Sham"
"Sub1",0.235674197483605,3.87412542699204e-20,7.60994457624047e-16,0.719,0.584,"macrophage_FindMarkers","Sepsis vs Sham"
"Degs1",0.382737754281786,4.11635697076659e-20,8.08575999767682e-16,0.382,0.242,"macrophage_FindMarkers","Sepsis vs Sham"
"Pet100",0.413541943748881,4.51471498866318e-20,8.86825465223109e-16,0.549,0.393,"macrophage_FindMarkers","Sepsis vs Sham"
"Wasf2",-0.664892576116685,4.64832934492386e-20,9.13071333223394e-16,0.509,0.582,"macrophage_FindMarkers","Sepsis vs Sham"
"Mrpl35",0.487921916240341,5.25559177784974e-20,1.03235589292302e-15,0.288,0.163,"macrophage_FindMarkers","Sepsis vs Sham"
"H3f3a",-0.223731286772961,5.38161261302053e-20,1.05711016557562e-15,0.94,0.874,"macrophage_FindMarkers","Sepsis vs Sham"
"Nop2",0.399685228809513,5.54178959045133e-20,1.08857372925236e-15,0.152,0.067,"macrophage_FindMarkers","Sepsis vs Sham"
"Csnk1d",0.336499337281105,5.67574288980037e-20,1.11488617584349e-15,0.406,0.261,"macrophage_FindMarkers","Sepsis vs Sham"
"Dnajb14",-1.44183254094826,6.20292943460448e-20,1.21844142883936e-15,0.119,0.219,"macrophage_FindMarkers","Sepsis vs Sham"
"Gadd45b",-0.32407518803157,6.90522129147751e-20,1.35639261828493e-15,0.826,0.797,"macrophage_FindMarkers","Sepsis vs Sham"
"Sdf2l1",0.49033686321968,6.99032318779049e-20,1.37310918377769e-15,0.555,0.43,"macrophage_FindMarkers","Sepsis vs Sham"
"Fli1",-1.24982877652104,7.92373623230152e-20,1.55645950811099e-15,0.208,0.309,"macrophage_FindMarkers","Sepsis vs Sham"
"C4b",-2.70455373170669,8.02725906807836e-20,1.57679449874263e-15,0.153,0.245,"macrophage_FindMarkers","Sepsis vs Sham"
"Arhgap15",-1.56047610562447,8.14904718500005e-20,1.60071733854956e-15,0.116,0.214,"macrophage_FindMarkers","Sepsis vs Sham"
"Tmem160",0.271688470662544,8.50849144440162e-20,1.67132297442381e-15,0.604,0.449,"macrophage_FindMarkers","Sepsis vs Sham"
"Dnajb1",0.528281362345266,8.8681799641903e-20,1.7419765903659e-15,0.718,0.575,"macrophage_FindMarkers","Sepsis vs Sham"
"Acat1",-1.23908241026857,9.06506860304437e-20,1.780651425696e-15,0.219,0.321,"macrophage_FindMarkers","Sepsis vs Sham"
"Rnh1",0.415402396020043,9.15917434552757e-20,1.79913661669198e-15,0.574,0.427,"macrophage_FindMarkers","Sepsis vs Sham"
"Fam71a",-2.01944009267504,9.25492683446359e-20,1.81794527809368e-15,0.074,0.168,"macrophage_FindMarkers","Sepsis vs Sham"
"Wdr18",0.631438444791758,9.44900870405151e-20,1.85606877973684e-15,0.24,0.134,"macrophage_FindMarkers","Sepsis vs Sham"
"Gpr84",1.48289820646093,9.51799252973286e-20,1.86961927261542e-15,0.101,0.032,"macrophage_FindMarkers","Sepsis vs Sham"
"Atp6v1g1",0.297341654842634,1.00685681833595e-19,1.97776884825731e-15,0.696,0.582,"macrophage_FindMarkers","Sepsis vs Sham"
"Eif1ad",0.568304991425866,1.05814585283943e-19,2.0785158987325e-15,0.247,0.137,"macrophage_FindMarkers","Sepsis vs Sham"
"Snhg4",1.48747405389037,1.06362338066636e-19,2.08927540664294e-15,0.106,0.038,"macrophage_FindMarkers","Sepsis vs Sham"
"Mob1b",0.566640223508168,1.12911164239418e-19,2.21791399915489e-15,0.221,0.115,"macrophage_FindMarkers","Sepsis vs Sham"
"Pvt1",1.01631491954085,1.13270715558628e-19,2.22497666571813e-15,0.124,0.051,"macrophage_FindMarkers","Sepsis vs Sham"
"Gatad2a",0.53706940458904,1.15776497282343e-19,2.27419773611707e-15,0.263,0.151,"macrophage_FindMarkers","Sepsis vs Sham"
"Dnajc15",0.358795588917797,1.2057953945163e-19,2.36854389344837e-15,0.435,0.285,"macrophage_FindMarkers","Sepsis vs Sham"
"B4galt5",0.651913384383635,1.25167958436395e-19,2.45867420756611e-15,0.174,0.086,"macrophage_FindMarkers","Sepsis vs Sham"
"Tomm70a",0.68677480581318,1.26119735596141e-19,2.47736996631501e-15,0.183,0.086,"macrophage_FindMarkers","Sepsis vs Sham"
"Rbm34",0.646213018161249,1.43495258198322e-19,2.81867735678963e-15,0.181,0.089,"macrophage_FindMarkers","Sepsis vs Sham"
"Pdap1",0.318945488429767,1.43722792154862e-19,2.82314680629796e-15,0.507,0.356,"macrophage_FindMarkers","Sepsis vs Sham"
"Blvrb",-0.512778646714356,1.44379803389199e-19,2.83605247797403e-15,0.715,0.729,"macrophage_FindMarkers","Sepsis vs Sham"
"Myo1f",-1.59995742388683,1.49106180037384e-19,2.92889269447434e-15,0.132,0.233,"macrophage_FindMarkers","Sepsis vs Sham"
"Arid5b",0.562499672000772,1.52446725717871e-19,2.99451103327614e-15,0.324,0.202,"macrophage_FindMarkers","Sepsis vs Sham"
"Zfp830",1.28887299373677,1.52708314881009e-19,2.99964942920767e-15,0.133,0.054,"macrophage_FindMarkers","Sepsis vs Sham"
"Exoc5",0.351648275491841,1.54592540200489e-19,3.0366612671582e-15,0.349,0.217,"macrophage_FindMarkers","Sepsis vs Sham"
"Cop1",0.485890954082884,1.55678708396877e-19,3.05799686903985e-15,0.232,0.13,"macrophage_FindMarkers","Sepsis vs Sham"
"Prpf31",0.706600553354917,1.58157517616081e-19,3.10668811853268e-15,0.215,0.114,"macrophage_FindMarkers","Sepsis vs Sham"
"Heatr1",0.974180840783597,1.75117807964756e-19,3.4398391018517e-15,0.108,0.039,"macrophage_FindMarkers","Sepsis vs Sham"
"Cox6a1",0.288168125043584,1.85705230143228e-19,3.64780783570343e-15,0.642,0.49,"macrophage_FindMarkers","Sepsis vs Sham"
"Fmn1",0.802390551532414,1.88271225795512e-19,3.69821168830125e-15,0.166,0.077,"macrophage_FindMarkers","Sepsis vs Sham"
"Ttyh3",-1.71582720176704,1.92763865780522e-19,3.78646061552679e-15,0.115,0.212,"macrophage_FindMarkers","Sepsis vs Sham"
"Gbp3",-1.40064001178824,2.46967104699839e-19,4.85117483761894e-15,0.052,0.134,"macrophage_FindMarkers","Sepsis vs Sham"
"Stt3b",0.546022469334361,2.49346483143128e-19,4.89791296838047e-15,0.278,0.153,"macrophage_FindMarkers","Sepsis vs Sham"
"Uqcrb",0.281490675547229,2.5911763075978e-19,5.08984762101436e-15,0.78,0.685,"macrophage_FindMarkers","Sepsis vs Sham"
"Fam241a",0.76829137438069,2.60585678861258e-19,5.11868448987169e-15,0.155,0.07,"macrophage_FindMarkers","Sepsis vs Sham"
"Rara",0.657569610895654,2.67497334747232e-19,5.25445014643988e-15,0.239,0.134,"macrophage_FindMarkers","Sepsis vs Sham"
"Rbbp6",0.249053286052171,2.69173435478833e-19,5.28737379311071e-15,0.524,0.368,"macrophage_FindMarkers","Sepsis vs Sham"
"Cops5",0.593466950969059,2.75491085839711e-19,5.41147139914945e-15,0.264,0.152,"macrophage_FindMarkers","Sepsis vs Sham"
"Tnrc6b",-1.58699825564129,2.83187884049941e-19,5.56265960639299e-15,0.097,0.195,"macrophage_FindMarkers","Sepsis vs Sham"
"Bcap31",-0.90725266987008,2.98808788825106e-19,5.86950103889156e-15,0.309,0.398,"macrophage_FindMarkers","Sepsis vs Sham"
"Ftl1",0.211143019672496,3.01750384926344e-19,5.92728281110818e-15,0.998,0.981,"macrophage_FindMarkers","Sepsis vs Sham"
"Tmed9",0.358740294066701,3.11193956561231e-19,6.11278288873225e-15,0.693,0.583,"macrophage_FindMarkers","Sepsis vs Sham"
"Mctp1",-2.03232084465941,3.16636129179977e-19,6.21968348548228e-15,0.071,0.16,"macrophage_FindMarkers","Sepsis vs Sham"
"Hras",0.325528970974364,3.21205041449824e-19,6.30943062919889e-15,0.384,0.245,"macrophage_FindMarkers","Sepsis vs Sham"
"Etf1",0.280818643720928,3.2794650495151e-19,6.44185319676252e-15,0.58,0.421,"macrophage_FindMarkers","Sepsis vs Sham"
"Ubash3b",0.291216010817636,3.51404858700165e-19,6.90264563944735e-15,0.265,0.151,"macrophage_FindMarkers","Sepsis vs Sham"
"Cpq",-1.62326756912084,3.53489306036946e-19,6.94359043848374e-15,0.061,0.145,"macrophage_FindMarkers","Sepsis vs Sham"
"Ascc3",0.286802858017282,3.64269711593543e-19,7.15534994483196e-15,0.371,0.237,"macrophage_FindMarkers","Sepsis vs Sham"
"Pus1",0.585679868742267,3.67825265560785e-19,7.2251916914105e-15,0.18,0.089,"macrophage_FindMarkers","Sepsis vs Sham"
"Gorasp2",0.511274649870593,3.68887613572913e-19,7.24605939341273e-15,0.213,0.111,"macrophage_FindMarkers","Sepsis vs Sham"
"Mdh2",0.278231803202155,3.74513741245726e-19,7.35657341928979e-15,0.492,0.339,"macrophage_FindMarkers","Sepsis vs Sham"
"Aimp2",0.898399393182897,3.79877593484097e-19,7.46193556880811e-15,0.143,0.062,"macrophage_FindMarkers","Sepsis vs Sham"
"Ramp2",1.29237980845953,4.02101826400474e-19,7.8984861759845e-15,0.1,0.034,"macrophage_FindMarkers","Sepsis vs Sham"
"Bin2",0.462356766332371,4.1797811524229e-19,8.2103441177043e-15,0.24,0.132,"macrophage_FindMarkers","Sepsis vs Sham"
"Reps2",-1.77545331187168,4.21693826518577e-19,8.2833318343044e-15,0.121,0.213,"macrophage_FindMarkers","Sepsis vs Sham"
"Nploc4",0.598871851632327,4.25070827063188e-19,8.34966625600221e-15,0.134,0.058,"macrophage_FindMarkers","Sepsis vs Sham"
"Zyx",0.291781527889167,4.55112456339203e-19,8.93977397987097e-15,0.513,0.357,"macrophage_FindMarkers","Sepsis vs Sham"
"Tcn2",-1.20565478465098,4.67033393416228e-19,9.17393694687497e-15,0.272,0.36,"macrophage_FindMarkers","Sepsis vs Sham"
"Prkrip1",0.636810808584615,4.78791718892247e-19,9.40490573420041e-15,0.165,0.079,"macrophage_FindMarkers","Sepsis vs Sham"
