"gene","logFC","AveExpr","P.Value","adj.P.Val"
"ENSG00000137767",1.02107918199868,5.26207198897774,5.53354986661115e-05,0.00362663848459462
"ENSG00000177614",-2.53026723266263,2.08173163834344,5.58520297423521e-05,0.00364548944949467
"ENSG00000172349",0.965543169814592,4.88680388874015,5.6296436549612e-05,0.00365949815709845
"ENSG00000261597",-1.07374400598423,3.01638949362885,5.65311208870398e-05,0.00365981557417478
"ENSG00000198189",0.764128446300867,5.77430789503065,5.69752447371921e-05,0.00367363460601021
"ENSG00000112658",0.906702336910788,5.85021158651636,5.74356971551886e-05,0.0036883907777965
"ENSG00000154767",-0.562718211076191,6.08793866544933,5.773449188724e-05,0.0036926888264907
"ENSG00000247311",2.50135815078338,-0.789681483358564,5.80100228749793e-05,0.00369547049722768
"ENSG00000164294",-0.552916839565796,7.35019591637508,5.83179805747316e-05,0.00370028748459433
"ENSG00000113916",0.793557912719904,6.24260495451399,5.96912459051187e-05,0.00376340691407242
"ENSG00000164050",0.800946366276938,7.3025490459773,5.97853792076053e-05,0.00376340691407242
"ENSG00000184304",0.713403079149145,5.13863867323027,6.04405991205473e-05,0.00378188535087999
"ENSG00000021355",0.584295159841473,4.83248941748268,6.0569449601055e-05,0.00378188535087999
"ENSG00000067445",-0.749498079627437,4.87866600033457,6.09679858142021e-05,0.00378188535087999
"ENSG00000109189",0.716253315717655,4.87249050766758,6.10287916097047e-05,0.00378188535087999
"ENSG00000093167",0.717383705323629,6.46055431394287,6.17887497699769e-05,0.00380500466639668
"ENSG00000100154",-0.785809608437906,6.28497593572601,6.20071592162519e-05,0.00380500466639668
"ENSG00000169764",0.889264067893678,7.16230948743063,6.21186244671065e-05,0.00380500466639668
"ENSG00000136478",1.4577604166043,7.22584511763218,6.4118614634993e-05,0.00391246381868543
"ENSG00000178425",-0.733546966039991,4.3683704559948,6.44335287837892e-05,0.00391667320385735
"ENSG00000107968",1.11119589383094,4.52890652895746,6.51295884174337e-05,0.0039293720566787
"ENSG00000008311",1.08827247987928,4.96286453214462,6.52488225680931e-05,0.0039293720566787
"ENSG00000196932",-2.01979741324048,1.31854931907574,6.56882529647074e-05,0.0039293720566787
"ENSG00000149289",0.713496964811102,4.17058716970651,6.58307702272227e-05,0.0039293720566787
"ENSG00000196476",-1.08819508745762,2.45115976140087,6.58760730336063e-05,0.0039293720566787
"ENSG00000172939",0.453980776747141,5.82829549736522,6.61706620869175e-05,0.00393221628506063
"ENSG00000151917",-0.666078765188718,3.77721559911546,6.76332930091564e-05,0.00398643545998322
"ENSG00000273131",0.686202847557778,4.13906699647713,6.77629406709865e-05,0.00398643545998322
"ENSG00000154262",1.02041388613642,6.70533011681638,6.79163493024516e-05,0.00398643545998322
"ENSG00000205208",-1.36445390124226,4.60521814328186,6.80842926733288e-05,0.00398643545998322
"ENSG00000136436",1.14168797699047,7.06543756755865,6.85405157632463e-05,0.00399844781701634
"ENSG00000117143",0.645574982469417,6.18729228790408,6.90134425351527e-05,0.00401134337888628
"ENSG00000083223",1.10114231706953,5.99941302574542,6.94255573231738e-05,0.00402062336701406
"ENSG00000122966",-1.5877185119908,3.5293952367052,6.99851399706574e-05,0.00403576143757691
"ENSG00000072210",-1.00177740141089,5.36801772403455,7.02398572311345e-05,0.00403576143757691
"ENSG00000106524",-0.655258871514701,3.95992863623186,7.06500009613658e-05,0.00403576143757691
"ENSG00000136859",-0.876571717944096,8.15859470600727,7.07005802514101e-05,0.00403576143757691
"ENSG00000146250",-2.79145081912988,3.22550719177281,7.11536662025645e-05,0.00404711888550729
"ENSG00000162664",-0.491597657568493,5.39378843206986,7.19299824391412e-05,0.00405204069480063
"ENSG00000151612",-0.533536239728806,4.69030816014799,7.19471981351772e-05,0.00405204069480063
"ENSG00000175130",-1.11347851845257,4.73770451686859,7.20034859116273e-05,0.00405204069480063
"ENSG00000167771",-1.42915424014546,0.919681285434849,7.24195217208815e-05,0.00406110317931958
"ENSG00000186594",0.828606096370999,5.93968791731627,7.32425932869035e-05,0.00409284751118325
"ENSG00000103381",0.916900409528624,4.87303426160982,7.39715023070181e-05,0.00411912638371178
"ENSG00000226964",0.932829875701706,2.82770208487039,7.43238608381824e-05,0.00412432685612855
"ENSG00000135679",-0.595398635841534,6.60195412150498,7.55510433386225e-05,0.00417614890447006
"ENSG00000120526",0.624652144067729,3.48291114835405,7.57821821795709e-05,0.00417614890447006
"ENSG00000138678",1.17515910405856,2.3463648223604,7.70207657138023e-05,0.00422976798192419
"ENSG00000196507",1.03827661381621,5.424161243452,7.76595733637827e-05,0.00424735602779289
"ENSG00000093144",0.72731250589128,6.10721009664366,7.79043964378157e-05,0.00424735602779289
"ENSG00000100242",1.87663672834731,6.36309531921969,7.81411098922087e-05,0.00424735602779289
"ENSG00000033867",-0.934812774446815,6.67499434872187,7.94126953303615e-05,0.00430011167846736
"ENSG00000173757",0.495503198586732,6.19564747650541,7.97056778805014e-05,0.00430011167846736
"ENSG00000168994",1.35049728096594,5.77157783106331,8.01867389097908e-05,0.00430011167846736
"ENSG00000013293",-2.91187944572653,2.81748857550689,8.01917096888614e-05,0.00430011167846736
"ENSG00000085377",0.523101901871695,4.79507198909585,8.07523172314618e-05,0.00430908247858146
"ENSG00000229644",1.07738635038116,5.0154958881541,8.0900141975126e-05,0.00430908247858146
"ENSG00000159423",0.901363883350358,3.34371322191087,8.14386150361101e-05,0.00432330461021696
