"cpg","deltaBeta"
"cg24136780",-0.00836532347245156
"cg08722883",-0.0076105101734919
"cg22721256",-0.0668310626268385
"cg18341116",0.00607794382295297
"cg05395210",-0.160823074160906
"cg05757376",0.0222420437062482
"cg07519229",0.00711743812970977
"cg24028459",0.0177451395436687
"cg16650530",-0.0105062246642511
"cg06794744",-0.0321417070867414
"cg14745622",0.0382037304880698
"cg09906857",-0.0980165498030006
"cg04770364",-0.0430062150227777
"cg00734682",-0.021834754358934
"cg03451670",0.154862840309452
"cg18918637",-0.0396254882994783
"cg00964400",-0.0494320007097835
"cg05898629",-0.0209728803522666
"cg26702001",-0.000663081804193388
"cg09414827",-0.00134672487018334
"cg25473438",0.132768529180559
"cg13668005",0.0089241496013841
"cg27127645",-0.0262935704242143
"cg13534999",-0.0117286946337445
"cg19237923",-0.00212704670356112
"cg14773619",-0.0415178408280553
"cg02347904",-0.0146919405649619
"cg23631909",0.00383221618495358
"cg17170442",-0.00616415919049917
"cg15894039",0.0281045638007262
"cg20168533",0.0217499059619719
"cg05590451",-0.0625682181250279
"cg16197636",-0.0075882042883203
"cg14021572",0.0304059203914792
"cg15213491",-0.0183512578579699
"cg26568372",0.070386762631056
"cg01615861",0.0176758021020935
"cg08460621",0.014585647666454
"cg27200869",-0.0230569122933854
"cg20562220",-0.00833414970212587
"cg19727801",-0.00480019011902427
"cg03146062",0.0521303111606037
"cg01171360",0.00637707329387216
"cg01093202",0.0114552885807747
"cg08019736",0.0466747708957938
"cg21718380",0.0325112654877681
"cg10551270",-0.00969918714301753
"cg11912215",-0.108287808904523
"cg00913818",-0.0582343553056806
"cg07033820",0.0118657974838587
"cg09344041",-0.0563721706693386
"cg00745555",0.114665563730943
"cg02236913",-0.0310725146954361
"cg13463522",-0.0171242784380695
"cg00495909",-0.0516840327184412
"cg18004320",0.0111004555657304
"cg12388309",0.0677400089054676
"cg09317658",-0.051962220928223
"cg18796027",-0.0279312093462997
"cg16661393",-0.0463331996923186
"cg26707202",0.019498300100795
"cg13978155",0.00863631518025998
"cg04918695",-0.0222096543543744
"cg02910650",-0.0159165614424492
"cg01277506",0.03734356120145
"cg23275776",-0.0193892756786653
"cg19438100",0.0145307386892762
"cg19130175",0.00511229081436382
"cg10390926",0.0234543628781903
"cg01071459",0.0700734544137971
"cg10064871",0.0202169926648451
"cg25525163",0.0110696480382531
"cg15376397",-0.0415381068214407
"cg18969411",-0.00530848145496889
"cg07939567",-0.0978217594117105
"cg24751154",0.0128678995495992
"cg06401019",0.0334098341561311
"cg00566158",-0.0529101822621484
"cg24070198",0.219582089076792
"cg01770400",-0.00560642870878725
"cg09216620",-0.0735178369886424
"cg21358381",-0.0452711867230713
"cg13420627",-0.0250322692305449
"cg03412557",-0.0149959241892562
"cg10853137",-0.00573995519719239
"cg14337897",0.00440261985316148
"cg19693031",-0.182531595092503
"cg02600622",-0.0139394541332032
"cg08863953",0.0916924502936858
"cg09356014",-0.0210746385792274
"cg21775979",-0.018770717862379
"cg11506658",-0.101904433852121
"cg07603357",-0.073622563661167
"cg25263801",0.000773254371403409
"cg24856756",-0.052869972376287
"cg04774711",0.0353407968389843
"cg04150382",-0.0507797135673899
"cg03389046",-0.0405934840580513
"cg06204629",-0.0175069650405412
"cg26755928",-0.00642018634709735
"cg04888840",-0.0100543110347079
"cg23960707",-0.0144347017923834
"cg00011578",-0.0124771907392049
"cg07327970",0.00849324308027942
"cg07621610",0.00271272966517593
"cg12259903",-0.0424808700425761
"cg26741595",-0.00875629089628735
"cg15261499",0.00277999910886609
"cg03050491",-0.00590130047447263
"cg07003360",0.00736420576067848
"cg14016879",-0.00976288828883209
"cg05227549",-0.00785999136933457
"cg18657389",0.0326832569167308
"cg19766988",-0.0150934279353024
"cg03429643",-0.0185310452930298
"cg12431517",-0.0326820084334881
"cg06492005",-0.00373404214015638
"cg14213238",0.0236102657005572
"cg19356748",-0.0309707952065265
"cg04263391",-0.0310068687013636
"cg04055096",-0.0235591159231303
"cg00213748",-0.0830647337540015
"cg07051178",-0.0367911850168907
"cg10215817",-0.00617319461014451
"cg20553782",0.00160388673020842
"cg23901896",-0.0106133365452876
"cg23687466",0.0703422328430979
"cg08896715",0.0199277719568344
"cg10672136",-0.0794822497447529
"cg18408726",0.00214558789201535
"cg23304605",-0.0288324083037528
"cg22647929",-0.0943599191767799
"cg10639613",-0.00590229727685698
"cg21022247",-0.0712159791340339
"cg06052984",-0.0136540019270023
"cg02094273",-0.0259371966145474
"cg22780612",0.00147450771602342
"cg08119928",-0.0021857031829875
"cg08781236",-0.0563503553212235
"cg16109381",-0.0206509249834724
"cg02740061",-0.0327928155134474
"cg10990959",-0.0125273630655478
"cg25683101",-0.0136204729563301
"cg11553795",-0.0175047951872384
"cg26506288",0.00250762175274594
"cg15504677",0.000278203415493256
"cg07624977",-0.0450219020833706
"cg09014329",-0.0188536948311939
"cg16406281",-0.0120578555868327
"cg08929903",-0.00211864406377604
"cg06348656",0.00186679987265564
"cg17360711",-0.0429680306009117
"cg19951663",0.0537813121223764
"cg01757548",-0.0267474611290294
"cg25361117",0.00932558670033224
"cg03293697",0.0760615464424656
"cg26853640",-0.0180700986184852
"cg05308293",-0.0461788638921163
"cg08944430",-0.00163793612871573
"cg03219657",-0.164885055180481
"cg03621279",-0.0595458149911906
"cg03825234",-0.0321498772560351
"cg24730543",-0.077291265931106
"cg03719428",0.0423096661978265
"cg03786842",-0.0862964956831055
"ch.9.86947500F",-0.00850480704019356
"cg13511620",-0.0023234446274454
"cg09097748",-0.0803427918663204
"cg25435800",-0.0115640260170317
"cg03077073",-0.0192825954069666
"cg18684905",-0.00833790333346962
"cg25841139",0.00302730924687457
"cg10105884",-0.105309199321771
"cg21114303",0.0165840818848508
"cg13352455",0.013286112028157
"cg09845944",0.00930124545603583
"cg09940872",-0.000984056287706453
"cg11619602",-0.0740769863703556
"cg13288627",0.00377047942996322
"cg05954192",-0.0571674579821463
"cg07513814",-0.0836744690642327
"cg04569608",0.0312219378698197
"cg12056639",0.0325476782188194
"cg25580864",-0.0869503846955432
"cg26196912",0.00672972973135433
"cg15773886",0.0374222600467851
"cg03620158",0.00702771296848399
"cg25205121",-0.0548249463372699
"cg13483099",-0.00593834476468447
"cg20390150",0.0147518321470603
"cg05375741",-0.00436202460596107
"cg01137368",0.00617184946986837
"cg10771851",-0.0103492987671282
"cg11460727",0.0897716924626348
"cg20721338",-0.0141946121320309
"cg07250222",0.0262262101771592
"cg15323195",0.00038042127798571
"cg22428027",-0.0676429406503977
"cg25642765",-0.00348912446553029
"cg10928931",-0.0521353091485299
"cg05312084",0.0458063385460169
"cg22304348",-0.0538216608389318
"cg17477493",-0.0741033530064144
"cg05300717",-0.0151374416382037
"cg09486902",0.0781304214791998
"cg20294320",0.00466966866533609
"cg03945577",-0.00392130063343812
"cg05902740",-0.0789452916041934
"cg27456468",0.0643801940403723
"cg13800769",-0.0640827238114751
"cg21879454",0.0131543875090013
"cg14036627",-0.0371601581503828
"cg22425806",0.0190108485351611
"cg06759632",-0.0590146568938673
"cg02230408",-0.0927404077675426
"cg04483884",-0.0372762676763153
"cg25386802",0.000837659479423093
"cg13697735",-0.0780792092884053
"cg20019489",-0.040693467578877
"cg16541931",0.0724868356436464
"cg27444913",-0.00135891485105777
"cg23699879",0.0417266842186947
"cg18738058",0.0554821322820156
"cg04464085",0.00369132227568693
"cg03462699",0.00339685114819509
"cg20710697",-0.078024009860054
"cg03595018",-0.00122823371745595
"cg11570367",-0.0051295412436751
"cg06554090",0.0282294351561265
"cg25975165",0.00387508410114568
