"ID","SYMBOL"
"DS9","HMOX1"
"DS9","RBL1"
"DS9","PRSS1"
"DS9","PNRC2"
"DS9","CASP7"
"DS9","IL2"
"DS9","NAIP"
"DS9","BAK1"
"DS9","CASP3"
"DS9","CASP9"
"DS9","CD40LG"
"DS9","CDKN1C"
"DS9","TOP2A"
"DS9","MDM2"
"DS9","CCND3"
"DS9","CCNB1"
"DS9","MCL1"
"DS9","ICAM2"
"DS9","IL10"
"DS9","IL4"
"DS9","NUF2"
"DS9","MMP9"
"DS9","NFKBIE"
"DS9","PPARG"
"DS9","PCNA"
"DS9","PTGES2"
"DS9","AKT1"
"DS9","ERBB2"
"DS9","SLC2A2"
"DS9","RELA"
"DS9","TYR"
"DS10","PTGS1"
"DS10","CHRM3"
"DS10","SCNN1A"
"DS10","PTGS2"
"DS10","RXRA"
"DS10","ACHE"
"DS10","ADRA1A"
"DS10","ADRA1B"
"DS10","ADRB2"
"DS10","TOP2A"
"DS10","OPRM1"
"DS10","IGHG1"
"DS10","PNRC2"
"DS10","NCOA7"
"DS10","CALML5"
"DS11","NOS3"
"DS11","CHRM4"
"DS11","RXRA"
"DS11","HTR2A"
"DS11","ADRA1A"
"DS11","CHRM2"
"DS11","ADRA1B"
"DS11","SLC6A3"
"DS11","ADRB2"
"DS11","ADRA1D"
"DS11","SLC6A4"
"DS11","OPRM1"
"DS11","GABRA1"
"DS11","CDK1"
"DS11","PIK3CG"
"DS11","CHRNA7"
"DS11","PRKACA"
"DS11","IGHG1"
"DS11","PIM1"
"DS11","CCNA2"
"DS11","PNRC2"
"DS11","CALML5"
"DS12","CHRNA7"
"DS12","PRSS1"
"DS12","NCOA7"
"DS13","PTGS2"
"DS13","PTPN22"
"DS13","HSP90AA2P"
"DS14","PTGS1"
"DS14","DRD1"
"DS14","CHRM3"
"DS14","NCOA7"
"DS14","AR"
"DS14","SCNN1A"
"DS14","PPARG"
"DS14","CHRM5"
"DS14","PTGS2"
"DS14","NOS3"
"DS14","ADRA2A"
"DS14","CHRM4"
"DS14","RXRA"
"DS14","OPRD1"
"DS14","HTR2A"
"DS14","ADRA1A"
"DS14","CHRM2"
"DS14","ADRA1B"
"DS14","SLC6A3"
"DS14","ADRB2"
"DS14","ADRA1D"
"DS14","TOP2A"
"DS14","SLC6A4"
"DS14","DRD4"
"DS14","OPRM1"
"DS14","GABRA1"
"DS14","CHRNA7"
"DS14","PRKACA"
"DS14","PNRC2"
"DS15","PIM1"
"DS15","CCNA2"
"DS16","F2"
"DS16","AR"
"DS16","PTGS2"
"DS16","RXRA"
"DS16","CTSC"
"DS16","PIK3CG"
"DS16","PRKACA"
"DS16","NCOA7"
"DS17","DRD1"
"DS17","F2"
"DS17","PTGS2"
"DS17","RXRA"
"DS17","OPRD1"
"DS17","ACHE"
"DS17","ADRA1A"
"DS17","ADRB2"
"DS17","OPRM1"
"DS17","CTSC"
"DS17","HSP90AA2P"
"DS17","CHRNA7"
"DS17","IGHG1"
"DS17","PRSS1"
"DS17","NCOA7"
"DS18","ACHE"
"DS18","HTR2A"
"DS18","ADRA1A"
"DS18","CHRM2"
"DS18","ADRB2"
"DS18","SLC6A4"
"DS18","OPRM1"
"DS18","GABRA1"
"DS18","CTSC"
"DS18","HSP90AA2P"
"DS18","CHRNA7"
"DS18","IGHG1"
"DS18","PRSS1"
"DS18","NCOA7"
"DS19","NR3C2"
"DS19","NR3C1"
"DS20","PTGS2"
"DS20","NR3C2"
"DS20","NR3C1"
"DS20","PNRC2"
"DS20","NCOA7"
"DS21","F2"
"DS21","PTGS2"
"DS21","RXRA"
"DS21","CTSC"
"DS21","HSP90AA2P"
"DS21","PIK3CG"
"DS21","IGHG1"
"DS21","PRSS1"
"DS21","NCOA7"
"DS22","PTGS1"
"DS22","DRD1"
"DS22","CHRM3"
"DS22","F2"
"DS22","SCNN1A"
"DS22","CHRM5"
"DS22","PTGS2"
"DS22","CHRM4"
"DS22","OPRD1"
"DS22","ACHE"
"DS22","ADRA1A"
"DS22","CHRM2"
"DS22","ADRB2"
"DS22","OPRM1"
"DS22","GABRA1"
"DS22","CTSC"
"DS22","HSP90AA2P"
"DS22","PIK3CG"
"DS22","CHRNA7"
"DS22","NCOA7"
"DS23","F2"
"DS23","PTGS2"
"DS23","ACHE"
"DS23","CTSC"
"DS23","HSP90AA2P"
"DS23","PRSS1"
"DS23","NCOA7"
"DS24","F2"
"DS24","PTGS2"
"DS24","CTSC"
"DS24","PRSS1"
"DS24","NCOA7"
"DS25","PTGS2"
"DS26","DRD1"
"DS26","F2"
"DS26","PTGS2"
"DS26","OPRD1"
"DS26","ACHE"
"DS26","HTR2A"
"DS26","ADRB2"
"DS26","OPRM1"
"DS26","CTSC"
"DS26","CHRNA7"
"DS26","PRSS1"
"DS26","NCOA7"
"DS27","PTGS2"
"DS27","TOP2A"
"DS27","OPRM1"
"DS27","NR3C1"
"DS27","HSP90AA2P"
"DS27","NCOA7"
"DS28","PTGS1"
"DS28","SCNN1A"
"DS28","F10"
"DS28","PTGS2"
"DS28","RXRA"
"DS28","PIK3CG"
"DS28","NCOA7"
"DS29","PTGS1"
"DS29","NCOA7"
"DS29","AR"
"DS29","CHRM5"
"DS29","PTGS2"
"DS29","ESR2"
"DS29","PIM1"
"DS30","PTGS1"
"DS30","DRD1"
"DS30","CHRM3"
"DS30","SCNN1A"
"DS30","CHRM5"
"DS30","PTGS2"
"DS30","CHRM4"
"DS30","OPRD1"
"DS30","ADRA1A"
"DS30","CHRM2"
"DS30","ADRA1B"
"DS30","ADRB2"
"DS30","TNF"
"DS30","ADRA1D"
"DS30","TOP2A"
"DS30","OPRM1"
"DS30","GABRA1"
"DS30","CHRNA7"
"DS30","APP"
"DS30","PNRC2"
"DS30","NCOA7"
"DS30","NAIP"
"DS30","BAK1"
"DS30","EDN1"
"DS30","CCND3"
"DS30","STAT5B"
"DS30","RELA"
"DS31","CDK1"
"DS31","CHEK1"
"DS31","IGHG1"
"DS31","PRSS1"
"DS31","PIM1"
"DS31","CCNA2"
"DS31","PNRC2"
"DS31","NCOA7"
"DS31","CALML5"
"DS32","OPRM1"
"DS32","GABRA1"
"DS32","CTSC"
"DS32","HSP90AA2P"
"DS32","CHRNA7"
"DS33","OPRM1"
"DS33","GSK3B"
"DS33","CDK1"
"DS33","CHRNA7"
"DS33","IGHG1"
"DS33","PIM1"
"DS33","PNRC2"
"DS33","NCOA7"
"DS34","PTPN22"
"DS34","SLC6A3"
"DS34","ADRB2"
"DS34","ADRA1D"
"DS34","SLC6A4"
"DS34","OPRM1"
"DS34","GABRA1"
"DS34","CTSC"
"DS34","GSK3B"
"DS34","PIK3CG"
"DS34","CHRNA7"
"DS34","PRKACA"
"DS34","IGHG1"
"DS34","PRSS1"
"DS34","PIM1"
"DS34","CCNA2"
"DS35","PIK3CG"
"DS35","CHRNA7"
"DS35","PRKACA"
"DS35","IGHG1"
"DS35","PNRC2"
"DS35","NCOA7"
"DS35","CALML5"
"DS36","RXRA"
"DS36","OPRD1"
"DS36","PDE3A"
"DS36","HTR2A"
"DS36","ADRA1A"
"DS36","CHRM2"
"DS36","ADRA1B"
"DS36","ADRB2"
"DS36","ADRA1D"
"DS36","SLC6A4"
"DS36","OPRM1"
"DS36","GABRA1"
"DS36","HSP90AA2P"
"DS36","CDK1"
"DS36","CHRNA7"
"DS36","PIM1"
"DS37","ADRA1D"
"DS37","OPRM1"
"DS38","PTGS2"
"DS38","CHRM4"
"DS38","RXRA"
"DS38","OPRD1"
"DS38","ACHE"
"DS38","ADRA1A"
"DS38","CHRM2"
"DS38","ADRA1B"
"DS38","ADRB2"
"DS38","ADRA1D"
"DS38","TOP2A"
"DS38","DRD4"
"DS38","OPRM1"
"DS38","GABRA1"
"DS38","CDK1"
"DS38","CHRNA7"
"DS38","PRSS1"
"DS38","PIM1"
"DS38","PNRC2"
"DS38","NCOA7"
"DS39","GSK3B"
"DS39","CDK1"
"DS39","CHRNA7"
"DS39","CHEK1"
"DS39","PIM1"
"DS39","CCNA2"
"DS40","PNRC2"
"DS41","PTGS1"
"DS41","CHRM3"
"DS41","NCOA7"
"DS41","AR"
"DS41","SCNN1A"
"DS41","F10"
"DS41","PTGS2"
"DS41","RXRA"
"DS41","OPRD1"
"DS41","HTR2A"
"DS41","ADRA1A"
"DS41","CHRM2"
"DS41","ADRA1B"
"DS41","ADRB2"
"DS41","TOP2A"
"DS41","OPRM1"
"DS41","NR3C1"
"DS41","GSK3B"
"DS41","CDK1"
"DS41","LACTB"
"DS41","CHRNA7"
"DS41","IGHG1"
"DS41","PIM1"
"DS41","CCNA2"
"DS41","PNRC2"
"DS42","F2"
"DS42","PTGS2"
"DS42","ACHE"
"DS42","NR3C1"
"DS42","PNRC2"
"DS42","NCOA7"
"DS43","NCOA7"
"DS43","ACHE"
"DS44","PTGS1"
"DS44","DRD1"
"DS44","CHRM3"
"DS44","NCOA7"
"DS44","AR"
"DS44","SCNN1A"
"DS44","CHRM5"
"DS44","PTGS2"
"DS44","NOS3"
"DS44","CHRM4"
"DS44","RXRA"
"DS44","OPRD1"
"DS44","ADRA1A"
"DS44","CHRM2"
"DS44","ADRA1B"
"DS44","SLC6A3"
"DS44","ADRB2"
"DS44","ADRA1D"
"DS44","TOP2A"
"DS44","OPRM1"
"DS44","CHRNA7"
"DS44","PNRC2"
"DS45","PTGS1"
"DS45","DRD1"
"DS45","CHRM3"
"DS45","NCOA7"
"DS45","AR"
"DS45","SCNN1A"
"DS45","PTGS2"
"DS45","NOS3"
"DS45","CHRM4"
"DS45","RXRA"
"DS45","OPRD1"
"DS45","PDE3A"
"DS45","ADRA1A"
"DS45","CHRM2"
"DS45","ADRA1B"
"DS45","SLC6A3"
"DS45","ADRB2"
"DS45","ADRA1D"
"DS45","SLC6A4"
"DS45","OPRM1"
"DS45","GABRA1"
"DS45","GSK3B"
"DS45","HSP90AA2P"
"DS45","CDK1"
"DS45","CHRNA7"
"DS45","PIM1"
"DS45","CCNA2"
"DS46","TOP2A"
"DS46","OPRM1"
"DS46","CHRNA7"
"DS46","IGHG1"
"DS46","PNRC2"
"DS46","NCOA7"
"DS47","ADRA1A"
"DS47","ADRB2"
"DS47","OPRM1"
"DS47","GABRA1"
"DS47","CTSC"
"DS47","HSP90AA2P"
"DS47","PIK3CG"
"DS47","CHRNA7"
"DS47","IGHG1"
"DS47","NCOA7"
"DS48","NOS2"
"DS48","PTGS1"
"DS48","F2"
"DS48","NCOA7"
"DS48","AR"
"DS48","PTGS2"
"DS48","PTPN22"
"DS48","HSP90AA2P"
"DS48","PRSS1"
"DS48","CALML5"
"DS49","F2"
"DS49","NCOA7"
"DS49","AR"
"DS49","PPARG"
"DS49","PTGS2"
"DS49","CTSC"
"DS49","PRSS1"
"DS49","CCNA2"
"DS50","PTGS2"
"DS51","F7"
"DS51","PTPN22"
"DS51","PRSS1"
"DS52","PTGS2"
"DS52","RXRA"
"DS52","ACHE"
"DS52","PTPN22"
"DS52","NR3C1"
"DS52","PNRC2"
"DS52","NCOA7"
"DS53","PTGS1"
"DS53","DRD1"
"DS53","CHRM3"
"DS53","F2"
"DS53","SCNN1A"
"DS53","CHRM5"
"DS53","PTGS2"
"DS53","ADRA2A"
"DS53","HTR1A"
"DS53","GABRA2"
"DS53","CHRM4"
"DS53","OPRD1"
"DS53","ACHE"
"DS53","PDE3A"
"DS53","HTR2A"
"DS53","SLC6A2"
"DS53","ADRA1A"
"DS53","GABRA3"
"DS53","CHRM2"
"DS53","ADRA2B"
"DS53","ADRA1B"
"DS53","SLC6A3"
"DS53","ADRB2"
"DS53","SLC6A4"
"DS53","DRD4"
"DS53","OPRM1"
"DS53","GABRA1"
"DS53","HTR1B"
"DS53","CHRNA7"
"DS54","F2"
"DS54","PTGS2"
"DS54","ACHE"
"DS54","CTSC"
"DS54","HSP90AA2P"
"DS54","PRSS1"
"DS54","NCOA7"
"DS55","F2"
"DS55","PTGS2"
"DS55","ACHE"
"DS55","CTSC"
"DS55","HSP90AA2P"
"DS55","NCOA7"
"DS56","F2"
"DS56","PTGS2"
"DS56","ACHE"
"DS56","CTSC"
"DS56","HSP90AA2P"
"DS56","NCOA7"
"DS57","DRD1"
"DS57","CHRM3"
"DS57","F2"
"DS57","SCNN1A"
"DS57","BCL2"
"DS57","CHRM5"
"DS57","PTGS2"
"DS57","CHRM4"
"DS57","RXRA"
"DS57","OPRD1"
"DS57","ACHE"
"DS57","ADRA1A"
"DS57","EDN1"
"DS57","CHRM2"
"DS57","ADRB2"
"DS57","OPRM1"
"DS57","CTSC"
"DS57","ELOVL6"
"DS57","JUN"
"DS57","ITGB3"
"DS57","CHRNA7"
"DS57","CYP3A4"
"DS57","TP53"
"DS57","ECE1"
"DS57","NCOA7"
"DS57","AHSA1"
"DS57","CASP3"
"DS57","CDKN1C"
"DS57","CYP1A1"
"DS57","MMP9"
"DS57","MYC"
"DS57","NFKBIE"
"DS57","NR1I2"
"DS57","NPM1"
"DS57","PARG"
"DS57","FOS"
"DS57","RELA"
"DS58","CHRNA7"
"DS58","PRSS1"
"DS58","NCOA7"
"DS59","PNRC2"
"DS59","NCOA7"
"DS59","CALML5"
"HL1","NOS2"
"HL1","PTGS1"
"HL1","NCOA7"
"HL1","AR"
"HL1","SCNN1A"
"HL1","F10"
"HL1","PTGS2"
"HL1","NOS3"
"HL1","RXRA"
"HL1","ADRB2"
"HL1","HSP90AA2P"
"HL1","PRKACA"
"HL1","PRSS1"
"HL1","PNRC2"
"HL1","PDE10A"
"HL1","CALML5"
"HL2","NOS2"
"HL2","PTGS1"
"HL2","NCOA7"
"HL2","AR"
"HL2","SCNN1A"
"HL2","PTGS2"
"HL2","NOS3"
"HL2","RXRA"
"HL2","PRKACA"
"HL2","PRSS1"
"HL2","PNRC2"
"HL2","CALML5"
"HL3","PDE10A"
"HL4","CHRM4"
"HL4","RXRA"
"HL4","OPRD1"
"HL4","HTR2A"
"HL4","SLC6A2"
"HL4","ADRA1A"
"HL4","CHRM2"
"HL4","ADRA1B"
"HL4","SLC6A3"
"HL4","ADRB2"
"HL4","ADRA1D"
"HL4","SLC6A4"
"HL4","OPRM1"
"HL4","HSP90AA2P"
"HL4","PRKACA"
"HL4","PDE10A"
"HL4","CALML5"
"HL5","RXRA"
"HL5","ADRA1B"
"HL5","ADRB2"
"HL5","ADRA1D"
"HL5","HSP90AA2P"
"HL5","PRKACA"
"HL5","PRSS1"
"HL5","PNRC2"
"HL5","CALML5"
"HL6","NR3C2"
"HL6","PNRC2"
"HL7","GABRA2"
"HL7","GABRA1"
"HL7","GRIN2A"
"HL8","NOS2"
"HL8","PTGS1"
"HL8","NCOA7"
"HL8","AR"
"HL8","SCNN1A"
"HL8","PTGS2"
"HL8","NOS3"
"HL8","F7"
"HL8","RXRA"
"HL8","ADRB2"
"HL8","ESR2"
"HL8","HSP90AA2P"
"HL8","CDK1"
"HL8","PRKACA"
"HL8","PRSS1"
"HL8","PIM1"
"HL8","PNRC2"
"HL8","CALML5"
"same1","PTGS2"
"same1","NOS3"
"same1","F7"
"same1","ODC1"
"same1","RXRA"
"same1","ACHE"
"same1","ACACB"
"same1","MMP2"
"same1","ADRB2"
"same1","TNF"
"same1","TOP2A"
"same1","AKR1B1"
"same1","EGF"
"same1","GABRA1"
"same1","MGAM"
"same1","CTSC"
"same1","PLAU"
"same1","IL36A"
"same1","MMP1"
"same1","MAP3K7"
"same1","PON2"
"same1","CTSD"
"same1","IFNG"
"same1","JUN"
"same1","CXCL2"
"same1","IL1B"
"same1","SELE"
"same1","MPO"
"same1","CDK1"
"same1","PLAT"
"same1","GJA1"
"same1","VCAM1"
"same1","MMP3"
"same1","HSP90AA2P"
"same1","THBD"
"same1","F3"
"same1","GAPDH"
"same1","PIK3CG"
"same1","AOC2"
"same1","XDH"
"same1","PTGER3"
"same1","SOD1"
"same1","CYP3A4"
"same1","TP53"
"same1","PRKACA"
"same1","TOP1"
"same1","TOP2B"
"same1","HMOX1"
"same1","COL3A1"
"same1","RBL1"
"same1","PRSS1"
"same1","GSTM2"
"same1","HSPA5"
"same1","AHR"
"same1","PNRC2"
"same1","IL2"
"same1","AHSA1"
"same1","BAX"
"same1","ABCG4"
"same1","NAIP"
"same1","BAK1"
"same1","CASP3"
"same1","CASP8"
"same1","CASP9"
"same1","CAV1"
"same1","CD40LG"
"same1","CLDN4"
"same1","CRP"
"same1","CXCL13"
"same1","CX3CR1"
"same1","CDKN1C"
"same1","CDKN2A"
"same1","CYP1A1"
"same1","CYP1B1"
"same1","DDB1"
"same1","DUOXA1"
"same1","ELK1"
"same1","CCND3"
"same1","CCNB1"
"same1","HSPB1"
"same1","HK2"
"same1","NKX3-1"
"same1","HAS2"
"same1","HIF1AN"
"same1","NFKB1"
"same1","IGFBP6"
"same1","IGF2"
"same1","ICAM2"
"same1","IRF3"
"same1","IL10"
"same1","IL1A"
"same1","IL36B"
"same1","MMP9"
"same1","MYC"
"same1","NCF2"
"same1","NFKBIE"
"same1","NFE2L2"
"same1","NR1I2"
"same1","SPP1"
"same1","PPARA"
"same1","PPARD"
"same1","PPARG"
"same1","SERPINE1"
"same1","PARG"
"same1","HERC5"
"same1","PCOLCE"
"same1","RUNX1T1"
"same1","C3"
"same1","PRKCB"
"same1","FOS"
"same1","AKT1"
"same1","RAF1"
"same1","RASSF1"
"same1","RASA1"
"same1","ERBB2"
"same1","ERBB3"
"same1","RUNX2"
"same1","CHEK2"
"same1","STAT4"
"same1","SLC2A2"
"same1","E2F1"
"same1","E2F2"
"same1","RELA"
"same1","TGFB1"
"same1","DIO1"
"same1","PTEN"
"HL10","NOS2"
"HL10","PTGS1"
"HL10","NCOA7"
"HL10","AR"
"HL10","SCNN1A"
"HL10","PTGS2"
"HL10","NOS3"
"HL10","PRSS1"
"HL11","NOS2"
"HL11","PTGS1"
"HL11","NCOA7"
"HL11","AR"
"HL11","PTGS2"
"HL11","CHEK1"
"HL11","PIM1"
"same2","CHRM3"
"same2","SCNN1A"
"same2","ADRB2"
"same3","PTGS1"
"same3","CHRM3"
"same3","ADRB1"
"same3","SCNN1A"
"same3","PTGS2"
"same3","ADRA2A"
"same3","RXRA"
"same3","HTR2A"
"same3","SLC6A2"
"same3","ADRA1A"
"same3","GABRA3"
"same3","CHRM2"
"same3","ADRA1B"
"same3","SLC6A3"
"same3","NR3C2"
"same3","ADRB2"
"same3","AKR1B1"
"same3","GABRA1"
"same3","PLAU"
"same3","LTA4H"
"same3","AOC2"
"same3","CHRNA7"
"same3","PRKACA"
"same3","IGHG1"
"same3","PNRC2"
"same3","NCOA7"
"same4","PNRC2"
"same4","BAX"
"same4","CASP3"
"same4","CASP8"
"same4","CASP9"
"same4","C3"
"same4","TGFB1"
"RS4","HSP90AA2P"
"RS4","PIK3CG"
"RS4","CHRNA7"
"RS4","PRKACA"
"RS4","IGHG1"
"RS4","PRSS1"
"RS4","NCOA7"
"RS4","CALML5"
"same5","NOS3"
"same5","F7"
"same5","GABRA2"
"same5","ACHE"
"same5","SLC6A2"
"same5","CHRM2"
"same5","ADRA1B"
"same5","AKR1C3"
"same5","TNF"
"same5","TOP2A"
"same5","GABRA1"
"same5","CTSC"
"same5","MMP1"
"same5","JUN"
"same5","SELE"
"same5","CDK1"
"same5","VCAM1"
"same5","HSP90AA2P"
"same5","PIK3CG"
"same5","XDH"
"same5","CYP3A4"
"same5","PRKACA"
"same5","MAP3K7"
"same5","HMOX1"
"same5","PRSS1"
"same5","GSTM2"
"same5","AHR"
"same5","PNRC2"
"same5","CALML5"
"same5","AHSA1"
"same5","PI3"
"same5","BAX"
"same5","CASP3"
"same5","CYP1A1"
"same5","CYP1B1"
"same5","HAS2"
"same5","IKBKB"
"same5","ICAM2"
"same5","NR1I2"
"same5","PPARG"
"same5","AKT1"
"same5","STAT4"
"same5","SLC2A2"
"same5","RELA"
"same5","DIO1"
"RS6","CHRM3"
"RS6","SLC6A2"
"RS6","SLC6A3"
"RS6","ADRB2"
"RS6","SLC6A4"
"RS6","GABRA1"
"RS6","CTSC"
"RS7","AR"
"RS7","NR3C2"
"RS8","PTGS1"
"RS8","PTGS2"
"RS8","HSP90AA2P"
"RS9","PTGS1"
"RS9","PTGS2"
"RS9","RXRG"
"RS9","PNRC2"
"RS10","PTGS1"
"RS10","F2"
"RS10","AR"
"RS10","SCNN1A"
"RS10","PPARG"
"RS10","PTGS2"
"RS10","RXRA"
"RS10","ACHE"
"RS10","PDE3A"
"RS10","ADRB2"
"RS10","GABRA1"
"RS10","CTSC"
"RS10","HSP90AA2P"
"RS10","PIK3CG"
"RS10","CHRNA7"
"RS10","PRKACA"
"same6","PSMG1"
"same6","SLC2A2"
"RS12","NR3C2"
"RS12","PNRC2"
"RS13","PTGS1"
"RS13","SCNN1A"
"RS13","PTGS2"
"RS13","RXRA"
"RS13","ADRB2"
"RS13","GABRA1"
"RS13","PIK3CG"
"RS13","CHRNA7"
"RS13","PRKACA"
"RS13","PNRC2"
"RS14","NR3C1"
"RS15","PTGS1"
"RS15","SCNN1A"
"RS15","F10"
"RS15","PTGS2"
"RS15","F7"
"RS15","RXRA"
"RS15","PDE3A"
"RS15","PTPN22"
"RS15","ADRB2"
"RS15","ADRA1D"
"RS15","HSP90AA2P"
"RS15","PRKACA"
"RS15","NCOA7"
"RS15","CALML5"
"RS16","PTGS1"
"RS16","DRD1"
"RS16","CHRM3"
"RS16","SCNN1A"
"RS16","F10"
"RS16","CHRM5"
"RS16","PTGS2"
"RS16","F7"
"RS16","VEGFC"
"RS16","CHRM4"
"RS16","OPRD1"
"RS16","PDE3A"
"RS16","HTR2A"
"RS16","ADRA1B"
"RS16","SLC6A3"
"RS16","ADRB2"
"RS16","ADRA1D"
"RS16","TOP2A"
"RS16","SLC6A4"
"RS16","OPRM1"
"RS16","HSP90AA2P"
"RS16","PDE4D"
"RS16","PRKACA"
"RS16","CACNA1S"
"RS16","CALML5"
"HQ1","NOS2"
"HQ1","PTGS1"
"HQ1","AR"
"HQ1","SCNN1A"
"HQ1","PTGS2"
"HQ1","ESR2"
"HQ1","CTSC"
"HQ1","HSP90AA2P"
"HQ1","CDK1"
"HQ1","CHEK1"
"HQ1","PRSS1"
"HQ1","PNRC2"
"HQ1","CALML5"
"HQ2","GABRA3"
"HQ2","CHRM2"
"HQ2","ADRA1B"
"HQ2","GABRA1"
"HQ2","NOS3"
"HQ2","LYZ"
"HQ2","IGHG1"
"HQ2","GRIN2A"
"HQ2","PNRC2"
"HQ3","NOS2"
"HQ3","PTGS1"
"HQ3","F2"
"HQ3","NCOA7"
"HQ3","AR"
"HQ3","PPARG"
"HQ3","PTGS2"
"HQ3","NOS3"
"HQ3","F7"
"HQ3","ACHE"
"HQ3","PTPN22"
"HQ3","AKR1B1"
"HQ3","ESR2"
"HQ3","GABRA1"
"HQ3","CTSC"
"HQ3","PPARD"
"HQ3","MAPK14"
"HQ3","GSK3B"
"HQ3","HSP90AA2P"
"HQ3","CDK1"
"HQ3","PIK3CG"
"HQ3","AOC2"
"HQ3","XDH"
"HQ3","CHEK1"
"HQ3","PRKACA"
"HQ3","PRSS1"
"HQ3","PIM1"
"HQ3","CCNA2"
"HQ3","GRIN2A"
"HQ3","PNRC2"
"HQ3","CALML5"
"HQ3","NCF2"
"HQ3","OLR1"
"HQ3","RELA"
"HQ4","PRSS1"
"HQ4","PNRC2"
"HQ4","CALML5"
"HQ5","NOS2"
"HQ5","PTGS1"
"HQ5","DRD1"
"HQ5","CHRM3"
"HQ5","F2"
"HQ5","NCOA7"
"HQ5","AR"
"HQ5","ADRB1"
"HQ5","SCNN1A"
"HQ5","PPARG"
"HQ5","F10"
"HQ5","CHRM5"
"HQ5","PTGS2"
"HQ5","NOS3"
"HQ5","CHRM4"
"HQ5","RXRA"
