"gene","sample_id","expr","time","group"
"Mcu","GSM6280846_clp-12h-2",3.70349541420137,"CLP12h","CLP"
"Mcu","GSM6280847_clp-24h-1",3.58904698676695,"CLP24h","CLP"
"Mcu","GSM6280848_clp-24h-2",3.34021523333313,"CLP24h","CLP"
"Micu1","GSM6280843_n-1",4.6960301301326,"Control","Control"
"Micu1","GSM6280844_n-2",4.77014122926849,"Control","Control"
"Micu1","GSM6280845_clp-12h-1",3.8942893775071,"CLP12h","CLP"
"Micu1","GSM6280846_clp-12h-2",4.21545806968782,"CLP12h","CLP"
"Micu1","GSM6280847_clp-24h-1",3.93512053663927,"CLP24h","CLP"
"Micu1","GSM6280848_clp-24h-2",3.53438742539326,"CLP24h","CLP"
"Micu2","GSM6280843_n-1",4.82201962143456,"Control","Control"
"Micu2","GSM6280844_n-2",4.7940669793727,"Control","Control"
"Micu2","GSM6280845_clp-12h-1",4.23042777055243,"CLP12h","CLP"
"Micu2","GSM6280846_clp-12h-2",4.48768300494971,"CLP12h","CLP"
"Micu2","GSM6280847_clp-24h-1",4.23511988255799,"CLP24h","CLP"
"Micu2","GSM6280848_clp-24h-2",3.95156625310109,"CLP24h","CLP"
"Micu3","GSM6280843_n-1",4.24307225318274,"Control","Control"
"Micu3","GSM6280844_n-2",4.28173455149392,"Control","Control"
"Micu3","GSM6280845_clp-12h-1",4.14252452336782,"CLP12h","CLP"
"Micu3","GSM6280846_clp-12h-2",4.42671338388035,"CLP12h","CLP"
"Micu3","GSM6280847_clp-24h-1",4.24164765265832,"CLP24h","CLP"
"Micu3","GSM6280848_clp-24h-2",3.68280705296948,"CLP24h","CLP"
"Slc8a1","GSM6280843_n-1",4.38743642980481,"Control","Control"
"Slc8a1","GSM6280844_n-2",4.23385998665542,"Control","Control"
"Slc8a1","GSM6280845_clp-12h-1",3.0750057632697,"CLP12h","CLP"
"Slc8a1","GSM6280846_clp-12h-2",3.47632472877637,"CLP12h","CLP"
"Slc8a1","GSM6280847_clp-24h-1",2.70421042317377,"CLP24h","CLP"
"Slc8a1","GSM6280848_clp-24h-2",2.81553452839639,"CLP24h","CLP"
"Atp2a2","GSM6280843_n-1",7.37796353220473,"Control","Control"
"Atp2a2","GSM6280844_n-2",7.29093236315423,"Control","Control"
"Atp2a2","GSM6280845_clp-12h-1",7.54132380694285,"CLP12h","CLP"
"Atp2a2","GSM6280846_clp-12h-2",7.50444958379746,"CLP12h","CLP"
"Atp2a2","GSM6280847_clp-24h-1",7.40222598700122,"CLP24h","CLP"
"Atp2a2","GSM6280848_clp-24h-2",7.45860942664221,"CLP24h","CLP"
"Camk2d","GSM6280843_n-1",6.59094314447361,"Control","Control"
"Camk2d","GSM6280844_n-2",6.60112329958151,"Control","Control"
"Camk2d","GSM6280845_clp-12h-1",5.94141987200898,"CLP12h","CLP"
"Camk2d","GSM6280846_clp-12h-2",6.16764481711485,"CLP12h","CLP"
"Camk2d","GSM6280847_clp-24h-1",5.85834925460199,"CLP24h","CLP"
"Camk2d","GSM6280848_clp-24h-2",6.05648786352728,"CLP24h","CLP"
"Calm1","GSM6280843_n-1",10.768301707303,"Control","Control"
"Calm1","GSM6280844_n-2",10.5964708942974,"Control","Control"
"Calm1","GSM6280845_clp-12h-1",9.84919838697733,"CLP12h","CLP"
"Calm1","GSM6280846_clp-12h-2",10.0266713178117,"CLP12h","CLP"
"Calm1","GSM6280847_clp-24h-1",10.1686908671217,"CLP24h","CLP"
"Calm1","GSM6280848_clp-24h-2",9.56730136890982,"CLP24h","CLP"
"Calm2","GSM6280843_n-1",8.60976943276566,"Control","Control"
"Calm2","GSM6280844_n-2",8.41146440225526,"Control","Control"
"Calm2","GSM6280845_clp-12h-1",8.43628100615343,"CLP12h","CLP"
"Calm2","GSM6280846_clp-12h-2",8.43584595759788,"CLP12h","CLP"
"Calm2","GSM6280847_clp-24h-1",8.83577722256807,"CLP24h","CLP"
"Calm2","GSM6280848_clp-24h-2",8.55528005420614,"CLP24h","CLP"
"Calm3","GSM6280843_n-1",6.80215490296098,"Control","Control"
"Calm3","GSM6280844_n-2",6.84020671947757,"Control","Control"
"Calm3","GSM6280845_clp-12h-1",5.54832469847744,"CLP12h","CLP"
"Calm3","GSM6280846_clp-12h-2",5.53885427812479,"CLP12h","CLP"
"Calm3","GSM6280847_clp-24h-1",5.72773347014745,"CLP24h","CLP"
"Calm3","GSM6280848_clp-24h-2",5.14455922038137,"CLP24h","CLP"
"Cpt1a","GSM6280843_n-1",5.78463809537671,"Control","Control"
"Cpt1a","GSM6280844_n-2",5.83505293982235,"Control","Control"
"Cpt1a","GSM6280845_clp-12h-1",3.99001419770647,"CLP12h","CLP"
"Cpt1a","GSM6280846_clp-12h-2",4.22344668249498,"CLP12h","CLP"
"Cpt1a","GSM6280847_clp-24h-1",4.30035655824697,"CLP24h","CLP"
"Cpt1a","GSM6280848_clp-24h-2",3.68280705296948,"CLP24h","CLP"
"Acsl4","GSM6280843_n-1",4.67198797357963,"Control","Control"
"Acsl4","GSM6280844_n-2",4.66237091266168,"Control","Control"
"Acsl4","GSM6280845_clp-12h-1",5.73392653847033,"CLP12h","CLP"
"Acsl4","GSM6280846_clp-12h-2",5.92618286289015,"CLP12h","CLP"
"Acsl4","GSM6280847_clp-24h-1",5.63060537510852,"CLP24h","CLP"
"Acsl4","GSM6280848_clp-24h-2",5.88692792391467,"CLP24h","CLP"
"Lpin1","GSM6280843_n-1",4.09527125490668,"Control","Control"
"Lpin1","GSM6280844_n-2",4.17961141473173,"Control","Control"
"Lpin1","GSM6280845_clp-12h-1",2.92670101800743,"CLP12h","CLP"
"Lpin1","GSM6280846_clp-12h-2",3.06437893355227,"CLP12h","CLP"
"Lpin1","GSM6280847_clp-24h-1",3.12156562966066,"CLP24h","CLP"
"Lpin1","GSM6280848_clp-24h-2",2.45836070242542,"CLP24h","CLP"
"Dgat2","GSM6280843_n-1",2.52809042603267,"Control","Control"
"Dgat2","GSM6280844_n-2",3.02891637723018,"Control","Control"
"Dgat2","GSM6280845_clp-12h-1",4.12487445873811,"CLP12h","CLP"
"Dgat2","GSM6280846_clp-12h-2",3.5670132247619,"CLP12h","CLP"
"Dgat2","GSM6280847_clp-24h-1",3.20943709183051,"CLP24h","CLP"
"Dgat2","GSM6280848_clp-24h-2",3.15752829284321,"CLP24h","CLP"
"Osbpl5","GSM6280843_n-1",3.97055340304335,"Control","Control"
"Osbpl5","GSM6280844_n-2",3.93771427909782,"Control","Control"
"Osbpl5","GSM6280845_clp-12h-1",2.21192428883799,"CLP12h","CLP"
"Osbpl5","GSM6280846_clp-12h-2",2.32259478555191,"CLP12h","CLP"
"Osbpl5","GSM6280847_clp-24h-1",2.16492397119391,"CLP24h","CLP"
"Osbpl5","GSM6280848_clp-24h-2",1.76940525442839,"CLP24h","CLP"
"Pla2g6","GSM6280843_n-1",2.49510668484911,"Control","Control"
"Pla2g6","GSM6280844_n-2",2.68169919261317,"Control","Control"
"Pla2g6","GSM6280845_clp-12h-1",3.01558573684136,"CLP12h","CLP"
"Pla2g6","GSM6280846_clp-12h-2",3.52108574454659,"CLP12h","CLP"
"Pla2g6","GSM6280847_clp-24h-1",4.31776041136438,"CLP24h","CLP"
"Pla2g6","GSM6280848_clp-24h-2",3.83634507917443,"CLP24h","CLP"
"Dnm1l","GSM6280843_n-1",5.08209179844085,"Control","Control"
"Dnm1l","GSM6280844_n-2",4.9860148441398,"Control","Control"
"Dnm1l","GSM6280845_clp-12h-1",4.56852898208294,"CLP12h","CLP"
"Dnm1l","GSM6280846_clp-12h-2",4.75348480200877,"CLP12h","CLP"
"Dnm1l","GSM6280847_clp-24h-1",4.82593863675503,"CLP24h","CLP"
"Dnm1l","GSM6280848_clp-24h-2",4.18208478860654,"CLP24h","CLP"
"Opa1","GSM6280843_n-1",4.77175619775579,"Control","Control"
"Opa1","GSM6280844_n-2",4.80127066654512,"Control","Control"
"Opa1","GSM6280845_clp-12h-1",4.61140958411195,"CLP12h","CLP"
"Opa1","GSM6280846_clp-12h-2",4.74240815595035,"CLP12h","CLP"
"Opa1","GSM6280847_clp-24h-1",4.35195065456308,"CLP24h","CLP"
"Opa1","GSM6280848_clp-24h-2",4.35829717452482,"CLP24h","CLP"
"Mff","GSM6280843_n-1",5.93538837132621,"Control","Control"
"Mff","GSM6280844_n-2",5.91881240920588,"Control","Control"
"Mff","GSM6280845_clp-12h-1",6.10076177907736,"CLP12h","CLP"
"Mff","GSM6280846_clp-12h-2",6.14931125769037,"CLP12h","CLP"
"Mff","GSM6280847_clp-24h-1",6.41318938553811,"CLP24h","CLP"
"Mff","GSM6280848_clp-24h-2",5.84368299196066,"CLP24h","CLP"
"Pink1","GSM6280843_n-1",7.1150160473407,"Control","Control"
"Pink1","GSM6280844_n-2",7.2390158973626,"Control","Control"
"Pink1","GSM6280845_clp-12h-1",6.1194503916821,"CLP12h","CLP"
"Pink1","GSM6280846_clp-12h-2",6.40002978266671,"CLP12h","CLP"
"Pink1","GSM6280847_clp-24h-1",5.98785508508678,"CLP24h","CLP"
"Pink1","GSM6280848_clp-24h-2",5.78141016513029,"CLP24h","CLP"
"Prkn","GSM6280843_n-1",1.58154754034939,"Control","Control"
"Prkn","GSM6280844_n-2",1.69681006723429,"Control","Control"
"Prkn","GSM6280845_clp-12h-1",0.778921671027287,"CLP12h","CLP"
"Prkn","GSM6280846_clp-12h-2",0.992958753999688,"CLP12h","CLP"
"Prkn","GSM6280847_clp-24h-1",0.442217511579862,"CLP24h","CLP"
"Prkn","GSM6280848_clp-24h-2",0.365600089468186,"CLP24h","CLP"
"Bnip3","GSM6280843_n-1",5.8821676505642,"Control","Control"
"Bnip3","GSM6280844_n-2",6.61345308486974,"Control","Control"
"Bnip3","GSM6280845_clp-12h-1",6.3669354599056,"CLP12h","CLP"
"Bnip3","GSM6280846_clp-12h-2",6.80485705782838,"CLP12h","CLP"
"Bnip3","GSM6280847_clp-24h-1",6.65976735881573,"CLP24h","CLP"
"Bnip3","GSM6280848_clp-24h-2",5.74399333724337,"CLP24h","CLP"
"Fundc1","GSM6280843_n-1",4.61391492575251,"Control","Control"
"Fundc1","GSM6280844_n-2",4.65102360563575,"Control","Control"
"Fundc1","GSM6280845_clp-12h-1",3.82857001962297,"CLP12h","CLP"
"Fundc1","GSM6280846_clp-12h-2",4.22025654363318,"CLP12h","CLP"
"Fundc1","GSM6280847_clp-24h-1",4.09506855648954,"CLP24h","CLP"
"Fundc1","GSM6280848_clp-24h-2",3.77866051862949,"CLP24h","CLP"
"Slc25a4","GSM6280843_n-1",9.27011531327065,"Control","Control"
"Slc25a4","GSM6280844_n-2",9.33133804039348,"Control","Control"
"Slc25a4","GSM6280845_clp-12h-1",8.8092340279198,"CLP12h","CLP"
"Slc25a4","GSM6280846_clp-12h-2",8.92359223081901,"CLP12h","CLP"
"Slc25a4","GSM6280847_clp-24h-1",8.89463953140013,"CLP24h","CLP"
"Slc25a4","GSM6280848_clp-24h-2",8.56351980611445,"CLP24h","CLP"
