"UMAP_1","UMAP_2","cluster"
2.74978741723892,1.4227546637401,"Tcell"
2.488585788865,2.11283288299047,"Tcell"
4.20239220936694,1.76798367853096,"Tcell"
4.68265974523117,1.58050112253747,"Tcell"
3.24352557820807,1.59705876532115,"Tcell"
2.80381840397957,2.89889204923092,"Tcell"
3.50478734752602,3.03446746113713,"Tcell"
4.74834371423285,1.94253960434315,"Tcell"
3.84102487497298,1.90966989232724,"Tcell"
4.55554266568824,0.924783140272436,"Tcell"
5.08982843765341,2.02748777967039,"Tcell"
4.80344999837421,2.55834530780958,"Tcell"
2.89124553809863,2.79717726628782,"Tcell"
3.52157518791083,3.97161774940104,"Tcell"
3.4371512105721,3.39133700102312,"Tcell"
3.78874745498498,3.32728897217613,"Tcell"
4.31407385817023,2.82951389006752,"Tcell"
5.02487846408434,1.28827785342188,"Tcell"
4.24234886176217,2.97219602204672,"Tcell"
3.83829525094733,1.68878152003755,"Tcell"
3.91481113989452,3.60052233927081,"Tcell"
5.19057210474116,2.53141587588882,"Tcell"
5.17022922043821,2.79213940575945,"Tcell"
2.82414868698234,4.54603876749758,"Tcell"
4.87511939586801,2.53751548667394,"Tcell"
3.93194317810351,2.4104570436822,"Tcell"
5.39221457767269,4.18575662896661,"Tcell"
4.81125583944636,2.34259423062671,"Tcell"
3.80308327974736,3.31670258684504,"Tcell"
3.99965829757547,3.40548299887025,"Tcell"
3.89860789023039,3.6454412708549,"Tcell"
4.49981402621864,3.363842571071,"Tcell"
3.47869845053898,2.22366712315935,"Tcell"
4.84201999613816,2.50767064640984,"Tcell"
4.68055839047367,3.27793458894838,"Tcell"
5.78855470422621,3.67449519262051,"Tcell"
4.02575029638355,2.79699054726081,"Tcell"
5.16444091261459,2.68623299803596,"Tcell"
3.67014676839453,3.00271609584939,"Tcell"
5.36846731979145,3.27493428824992,"Tcell"
4.90600774154925,3.51015396188243,"Tcell"
2.04978692766687,2.23277398103271,"Tcell"
5.14119685055729,3.53957673404189,"Tcell"
4.26977501622598,2.06895040803551,"Tcell"
4.59828761181838,3.61552010557708,"Tcell"
5.54723527996187,2.18226340503429,"Tcell"
4.37125243362595,3.04448012408875,"Tcell"
4.72128108886166,4.41510516708664,"Tcell"
2.35389864080424,5.29203853009557,"Tcell"
4.16912080550614,3.86760114007089,"Tcell"
3.38757244617672,1.43720781041106,"Tcell"
3.44586277022486,3.63575461956008,"Tcell"
3.7012165333336,3.38647854322465,"Tcell"
4.40338830593789,4.79013651361296,"Tcell"
2.76467171229743,2.3909058778674,"Tcell"
3.17408320018498,4.33871523032207,"Tcell"
5.1296476973147,2.96440269398654,"Tcell"
3.75134209719122,3.75667324203136,"Tcell"
3.89645189680038,3.47603547422305,"Tcell"
2.74105617798992,4.62678457440614,"Tcell"
5.9700698060009,1.08070882340847,"Tcell"
3.65689828945219,3.63423882164318,"Tcell"
4.66116539952847,2.7886273795087,"Tcell"
2.96745785971357,4.46066855538793,"Tcell"
4.28515121718162,2.74662652257959,"Tcell"
4.86635303892548,4.33991685553386,"Tcell"
3.74516645462137,3.00923140229196,"Tcell"
2.25130130274067,1.57291682168147,"Tcell"
4.66726858918625,3.10461798562498,"Tcell"
3.45140189469601,1.38116893660338,"Tcell"
4.52987020088775,2.13022586807247,"Tcell"
3.70995272686097,2.34704810914461,"Tcell"
4.40503237677816,2.88137236809603,"Tcell"
5.44811418361239,2.17493307289959,"Tcell"
3.41687779824218,2.12743238385928,"Tcell"
3.71727183699129,2.47151582809371,"Tcell"
4.456546571908,4.64796220379815,"Tcell"
4.78930985231139,2.35404757693067,"Tcell"
4.14796863279143,2.83745047667141,"Tcell"
4.9475586537242,1.74163844533569,"Tcell"
4.34185699867969,2.70991330201592,"Tcell"
2.41930927101929,2.85888367861059,"Tcell"
