"gene","logFC","AveExpr","t","P.Value","padj"
"ENSG00000158246",2.33206360967828,1.2909884296543,12.7024070891721,5.54021263940168e-07,0.000404643492473884
"ENSG00000164647",1.56296210795251,6.28205873090061,12.689017814966,5.58970038580023e-07,0.000404643492473884
"ENSG00000164125",1.12420811002684,7.92380481606981,12.2259722439103,7.64313743867441e-07,0.000499240861832614
"ENSG00000166741",2.18440539643718,8.05401153729058,12.1773543514879,7.90326704466052e-07,0.000499240861832614
"ENSG00000183160",-1.18629591001764,7.00852369496805,-12.1370751014091,8.12621342401424e-07,0.000499240861832614
"ENSG00000177666",1.09101963369808,6.2095853089242,12.1327862608494,8.15035941708399e-07,0.000499240861832614
"ENSG00000198624",2.93444925647603,5.91928584602896,11.9762121288249,9.08865623909839e-07,0.000533048641306154
"ENSG00000139132",2.22717717471974,5.41596363440218,11.9324736885396,9.37169531368348e-07,0.000533048641306154
"ENSG00000139289",-1.0027932450378,6.44549579022036,-11.7817694966579,1.04242442992853e-06,0.000561009827855959
"ENSG00000163697",1.07943548766763,6.6271122701264,11.7382578151831,1.07520018726201e-06,0.000561009827855959
"ENSG00000172986",-1.60837638188081,4.93360577824463,-11.7165113749398,1.09200707418905e-06,0.000561009827855959
"ENSG00000123562",1.01836001035768,7.79037911404548,11.5574479026301,1.2241582600007e-06,0.000600005342924902
"ENSG00000164484",-1.21578510101077,5.12887821895517,-11.5360356389828,1.24326110238112e-06,0.000600005342924902
"ENSG00000135821",2.93248762298986,9.12073542990695,11.4671340705245,1.30700455038669e-06,0.000612216307925247
"ENSG00000133142",1.54032883839207,6.95086456456222,11.2227019339659,1.56406315007437e-06,0.00068037219290145
"ENSG00000146592",-2.05406480521607,4.62006011812077,-11.1946117723991,1.59702322728906e-06,0.00068037219290145
"ENSG00000181061",1.20148711647519,6.69509580079902,11.1706066030274,1.62579939169932e-06,0.00068037219290145
"ENSG00000132970",1.10082766243346,5.84531488085086,11.1607593237742,1.63776925992882e-06,0.00068037219290145
"ENSG00000163491",-2.52751704588043,2.41439987074482,-11.1377556020307,1.66611299278893e-06,0.00068037219290145
"ENSG00000161647",1.55418878437454,2.75531528809351,11.0393467292146,1.79364369409842e-06,0.000714139236805286
"ENSG00000119138",2.09054044692179,5.92087715618803,10.9543970773014,1.91244591219764e-06,0.000737578493577866
"ENSG00000116285",2.41842837093144,6.74491185265835,10.932040459487,1.9451398172969e-06,0.000737578493577866
"ENSG00000185950",2.11948383369791,6.13310431297804,10.8127777946067,2.13032554444409e-06,0.000789013130716665
"ENSG00000163110",1.59897133807659,5.72114501556026,10.7122728013142,2.30157796712019e-06,0.000833066606917183
"ENSG00000162692",-3.68941391259332,3.57158279177057,-10.6814695480643,2.35706909343587e-06,0.000834192941823549
"ENSG00000113456",0.820576038459389,5.40727546560165,10.6203248564655,2.47165327946177e-06,0.000839596051746246
"ENSG00000103485",-1.23185316455089,5.21061434938837,-10.6171477724844,2.47777310260414e-06,0.000839596051746246
"ENSG00000108821",-1.32040612484698,12.0605315920438,-10.5679000565432,2.57480936787286e-06,0.000854300291515483
"ENSG00000103196",2.65021147591254,6.57072880621261,10.5360320355191,2.63983584127424e-06,0.00085800052261497
"ENSG00000112773",-1.19046035294502,4.47092403077557,-10.4412429513124,2.84422536077375e-06,0.000871164355110381
"ENSG00000131389",-2.13961544006066,4.72919313691481,-10.4111905813747,2.91262953883533e-06,0.000871164355110381
"ENSG00000157613",-0.990941082257035,6.94051109756409,-10.3980054163498,2.9432131327659e-06,0.000871164355110381
"ENSG00000132356",0.857282687467716,6.7367126218244,10.3960885964947,2.94768874739398e-06,0.000871164355110381
"ENSG00000131871",0.677193929956607,5.19949328779047,10.3934588544369,2.95384121411281e-06,0.000871164355110381
"ENSG00000103502",0.814607747413072,7.22100997293019,10.3555095448366,3.04422415182667e-06,0.000879868843357064
"ENSG00000174306",1.12655496309909,7.12647267590617,10.3351986890282,3.0938500080369e-06,0.000879868843357064
"ENSG00000105516",-1.66637604749342,1.76851028523176,-10.2248639311306,3.37953716723655e-06,0.000905092307024629
"ENSG00000134253",-1.99259107182712,2.3642140207614,-10.2121155859575,3.4143819939099e-06,0.000905092307024629
"ENSG00000157110",0.890901415956904,7.04905818829468,10.2083252569429,3.42481841837265e-06,0.000905092307024629
"ENSG00000221869",1.48302463610262,6.32372111213948,10.1825970585787,3.496597527578e-06,0.000905092307024629
"ENSG00000110756",1.56120971605921,5.3195247951839,10.1745334582585,3.51943490829753e-06,0.000905092307024629
"ENSG00000151726",1.6000443865173,5.8671945548219,10.1567878913569,3.57027552157338e-06,0.000905092307024629
"ENSG00000196975",1.18026683251473,7.71743871802622,10.1533011029038,3.58036012448522e-06,0.000905092307024629
"ENSG00000162426",1.29734967021385,2.84048855922372,10.0674535525773,3.83884806296822e-06,0.000955273347669248
"ENSG00000227051",-1.15714506463627,7.6387857505507,-10.0325377487971,3.94981920359925e-06,0.000967766471331103
"ENSG00000124766",-2.3765801549489,5.42761064853134,-10.0100981636761,4.02300535395168e-06,0.000970763382833855
"ENSG00000128311",1.28347995907656,3.74219699682138,9.94545654500478,4.24233601558813e-06,0.0010037904714732
"ENSG00000112837",-1.84655768561043,6.72293415773017,-9.92224077571985,4.32430326526469e-06,0.0010037904714732
"ENSG00000128923",1.03195024852724,5.95459491464215,9.90901067049881,4.3717954466346e-06,0.0010037904714732
"ENSG00000087448",1.05058723427949,5.30897043213333,9.89793720731536,4.41198876071356e-06,0.0010037904714732
"ENSG00000143494",-3.6036635996354,-1.09164048233255,-9.88043627125405,4.4763462407425e-06,0.00100408859478965
"ENSG00000157150",2.97434650371774,2.29028306596651,9.7497191318915,4.99115041784356e-06,0.00110401474381356
"ENSG00000067369",-0.766921428843081,6.40768691142873,-9.72163543029592,5.11008149073074e-06,0.00111483777837504
"ENSG00000072958",1.07258022375664,6.53336663130806,9.64659113905717,5.44351599787616e-06,0.00117153291597535
"ENSG00000118689",1.25065702769375,7.7725222882098,9.60162662796858,5.65476066906743e-06,0.00119055323906734
"ENSG00000019995",0.920604574421743,6.52818114188768,9.57614079949375,5.77849928800154e-06,0.00119055323906734
"ENSG00000120690",0.911353208084758,5.94147385687226,9.55226855695254,5.89711791519364e-06,0.00119055323906734
"ENSG00000099860",1.45796208924623,3.91816232022982,9.5429066431649,5.9443674936568e-06,0.00119055323906734
"ENSG00000122877",-2.90802217128176,-0.938296150618389,-9.52873025060377,6.01671279160467e-06,0.00119055323906734
"ENSG00000169715",2.21140882879201,4.28025826360194,9.51489251911796,6.08826770603447e-06,0.00119055323906734
"ENSG00000250978",6.08865123569968,-0.751559609600828,9.50811221667024,6.123670931064e-06,0.00119055323906734
"ENSG00000042286",0.698084335455428,4.7562974414997,9.50691679823508,6.12993630563368e-06,0.00119055323906734
"ENSG00000145685",-1.24867468873641,6.42176112497575,-9.46125249896552,6.37464702262145e-06,0.00121803025284696
"ENSG00000198795",-0.992611125678209,5.37838454050216,-9.45078133858252,6.43226749805514e-06,0.00121803025284696
"ENSG00000100784",-2.52470065857432,1.53222379731109,-9.43104446699441,6.54244358220228e-06,0.00121803025284696
"ENSG00000162704",0.877772222501811,6.84659863264599,9.4248707774955,6.57733277312811e-06,0.00121803025284696
"ENSG00000157214",1.98926789278102,6.79063171952546,9.40853812048715,6.67062667304004e-06,0.00122110805051535
"ENSG00000143320",-1.6510238277488,5.87704097782375,-9.37452513624379,6.86963303119339e-06,0.00124324745062257
"ENSG00000141401",2.30094451773136,4.41145562586384,9.35492990310305,6.98724955163304e-06,0.00125032512763267
"ENSG00000106976",-1.76634023723328,5.09856620064986,-9.34079701079272,7.07345775756454e-06,0.00125062889339399
"ENSG00000145777",-2.76165130202725,2.23094395766031,-9.31458382492144,7.23647623684935e-06,0.00125062889339399
"ENSG00000173068",-0.878429824974981,6.96233504927611,-9.31162554138844,7.25513231782867e-06,0.00125062889339399
"ENSG00000166482",-0.974644278191684,10.186890911818,-9.30406443108008,7.30305708185614e-06,0.00125062889339399
"ENSG00000185432",2.26860802130986,7.03681666334313,9.27690100636724,7.47812933532088e-06,0.00126698604036511
"ENSG00000197043",0.914749752031168,9.29366161790515,9.24934125865829,7.66049789273287e-06,0.00128422199410172
"ENSG00000051108",0.743321339320567,6.6834673568629,9.18644815423683,8.09531750569012e-06,0.00130138139322395
"ENSG00000143891",-1.13403267567624,4.51843619462479,-9.1859192604794,8.0990875723539e-06,0.00130138139322395
"ENSG00000104756",0.819721007525572,6.31826743758082,9.183987022442,8.11287743676471e-06,0.00130138139322395
"ENSG00000135362",1.55409379116381,2.18983338855414,9.17132281113268,8.20390187043916e-06,0.00130138139322395
"ENSG00000077254",0.886839747522519,6.92951725526776,9.16897744538722,8.22088251825744e-06,0.00130138139322395
"ENSG00000020577",1.19368909631143,7.05125283376838,9.16453660537208,8.25314082102339e-06,0.00130138139322395
"ENSG00000246430",2.0471075058081,6.28552290468019,9.12870249956473,8.51860551935642e-06,0.001330071681385
"ENSG00000136877",0.628109377729033,5.58346525283675,9.11565182245487,8.61761395588397e-06,0.00133246718312047
"ENSG00000127824",-1.52747070526657,3.20833693257962,-9.09801918854782,8.75340360572268e-06,0.00134044909446865
"ENSG00000187193",3.02929655907354,0.0867474344306111,9.08699589509621,8.83949167109074e-06,0.00134074042241706
"ENSG00000170214",4.01660782327948,2.08880692049091,9.06235929755713,9.03528839932145e-06,0.00135750946271314
"ENSG00000253368",1.99553715364035,5.25747471768965,9.02941852823762,9.30458952363868e-06,0.00138490553975205
"ENSG00000137672",1.9430728770958,4.60240363431718,9.01164694713599,9.45354259013655e-06,0.0013940474008381
"ENSG00000146006",-4.22030330160141,-0.114863688260842,-8.9241966260928,1.02258374168574e-05,0.0014823472010248
"ENSG00000211445",3.75793649882995,8.07422839880468,8.92262948674153,1.02402967244596e-05,0.0014823472010248
"ENSG00000152495",-1.31933243592209,1.55743936931295,-8.91279327426718,1.03315672054347e-05,0.0014823472010248
"ENSG00000163513",1.45614641257074,9.08131599351785,8.82394784771568,1.11978066191384e-05,0.00159228810907498
"ENSG00000169744",-1.33510263839543,4.6906722214191,-8.80548982619339,1.13876343024754e-05,0.00160495100797542
"ENSG00000130066",1.31596668140672,7.42376136221933,8.79004826313805,1.15491647645226e-05,0.00161343857929638
"ENSG00000103064",1.39091296072515,5.00943032900041,8.75944125196771,1.18768491471698e-05,0.00164478869145936
"ENSG00000115419",1.18143532671935,7.37064360592957,8.7352969743843,1.21425713079909e-05,0.00165367352710372
"ENSG00000131242",-2.20259064181778,0.209087416731546,-8.73474920687782,1.2148675290163e-05,0.00165367352710372
"ENSG00000138078",-0.674475039580265,5.77265679215543,-8.72492931541325,1.2258677427197e-05,0.00165450590428424
"ENSG00000177283",2.47876202306442,1.9233292088402,8.70204941689775,1.25192574834465e-05,0.00167149743645237
"ENSG00000049246",-2.24918768077332,2.7829107293337,-8.6955420312434,1.25944802445237e-05,0.00167149743645237
"ENSG00000171469",-0.668202344976931,4.78234913215112,-8.67873809353242,1.2791039469534e-05,0.00168355450075867
"ENSG00000183722",0.689307682050663,7.09755222941641,8.64142693727677,1.32396656895018e-05,0.00172831898172956
"ENSG00000138316",-2.44104286246361,4.70454657862803,-8.5989953447857,1.37710313049999e-05,0.00178306865498723
"ENSG00000165995",3.26225417542764,3.68286609326678,8.49916693455547,1.51161960309687e-05,0.00192953740746407
"ENSG00000154734",2.33914066047245,10.0115907874203,8.48912293405664,1.52593509183065e-05,0.00192953740746407
"ENSG00000164291",0.832212490957517,4.46249754767185,8.48867910875408,1.52657109971413e-05,0.00192953740746407
"ENSG00000157510",1.68593754037273,4.25134442240138,8.46400995725075,1.56238540960979e-05,0.0019542354318267
"ENSG00000173838",3.77981275779081,0.0897823471322934,8.45538458665577,1.57512499209004e-05,0.0019542354318267
"ENSG00000168917",0.790558879785175,3.42403365080528,8.45014249619224,1.5829233373455e-05,0.0019542354318267
"ENSG00000168234",0.753008481204635,4.73861206998677,8.35699345670465,1.7288269797414e-05,0.00209386929349831
"ENSG00000169738",2.08020128717135,4.47706233923603,8.3561033881641,1.7302906495391e-05,0.00209386929349831
"ENSG00000164933",0.845040872693562,4.37163588853196,8.35296120772688,1.73546870991948e-05,0.00209386929349831
"ENSG00000116001",-0.512840501781715,5.94482878445701,-8.27187744440269,1.87516603992793e-05,0.00223899084263946
"ENSG00000177674",1.10345845962088,5.02311725838822,8.26020361449457,1.89627819779435e-05,0.00223899084263946
"ENSG00000164105",1.21541013144182,4.51735755497965,8.25929825677329,1.89792643323073e-05,0.00223899084263946
"ENSG00000155130",-1.20818741392826,7.91787729225904,-8.23478936433148,1.94315004114892e-05,0.00225841668091259
"ENSG00000012048",-1.23832375956395,3.2417175226274,-8.23414216336879,1.94436020550397e-05,0.00225841668091259
"ENSG00000114745",0.543246862042934,5.50092046765772,8.2274431048775,1.9569352126456e-05,0.00225841668091259
"ENSG00000067082",1.08819289640126,7.13061769616492,8.21192123157718,1.98641695821084e-05,0.00227594794794718
"ENSG00000143344",-1.07540139623692,5.54955078975466,-8.18071116453588,2.04718630462798e-05,0.00231651598346124
"ENSG00000003402",1.18122778214165,6.76656084353863,8.17882936103228,2.05091519319374e-05,0.00231651598346124
"ENSG00000149792",-0.54731939773689,4.97447701651834,-8.16248706228765,2.08361422584125e-05,0.00232866902571978
"ENSG00000152332",0.654382259218864,7.08350196547605,8.15887510385474,2.09091843951983e-05,0.00232866902571978
"ENSG00000173221",0.999808353765427,6.44464748653967,8.15081284874705,2.10732396754176e-05,0.00233064177132431
"ENSG00000134243",2.18782086490174,7.57003267079267,8.109699222304,2.19321605243939e-05,0.00240729506373129
"ENSG00000172831",-0.548165212723296,5.78444735718179,-8.09553291315027,2.22369738311468e-05,0.00240729506373129
"ENSG00000198431",1.51001325874101,9.83435291605962,8.09075724776176,2.23407781914197e-05,0.00240729506373129
"ENSG00000183508",-2.51954181549493,1.53715691345181,-8.08937395760171,2.23709449599542e-05,0.00240729506373129
"ENSG00000119139",1.93796942266221,7.52878741426514,8.07020205469143,2.27936903039994e-05,0.00243632424014425
"ENSG00000197860",0.777741836683327,4.56091413352598,8.05358094564156,2.31673043536547e-05,0.00245974992757537
"ENSG00000157514",3.22539097860277,5.78608542534579,8.03624182777924,2.35642470451158e-05,0.00248099609975642
"ENSG00000102804",1.19607398170307,7.84825905976274,8.03128994599644,2.36789782219626e-05,0.00248099609975642
"ENSG00000163378",1.24535723179533,6.25137635352354,8.01215178935492,2.41282022700509e-05,0.00251154084544333
"ENSG00000124496",-0.836534896669206,4.43871602252265,-7.95461300502294,2.55361889914573e-05,0.00264083990829837
"ENSG00000124702",0.599360562095277,5.58003960645333,7.93685079562149,2.59888918784279e-05,0.00265392177619577
"ENSG00000146373",1.06755785560661,5.15062358300693,7.93530717585219,2.60286485204512e-05,0.00265392177619577
"ENSG00000179820",1.47943116866907,7.26312101653617,7.92123181280262,2.63942652576473e-05,0.00265392177619577
"ENSG00000078053",1.15327788272401,3.9495331590896,7.91598909046655,2.65318879908446e-05,0.00265392177619577
"ENSG00000165802",0.93803541390329,6.14280759795631,7.90575701402247,2.68027595552179e-05,0.00265392177619577
"ENSG00000087116",0.690899567367134,7.66322336234735,7.90541697613293,2.68118133278412e-05,0.00265392177619577
"ENSG00000167549",2.273778825671,6.05124748539327,7.89876380831597,2.69896369812719e-05,0.00265392177619577
"ENSG00000112576",0.922168604103868,4.7999388477112,7.89853357929132,2.69958136219839e-05,0.00265392177619577
"ENSG00000185813",1.10099498184489,4.34012791088695,7.87877842374981,2.7531639933704e-05,0.0026899932367127
"ENSG00000182199",-0.713229008781961,5.93273767345018,-7.86534585119263,2.79026473848093e-05,0.00270961928201508
"ENSG00000182197",-0.863630351342112,7.88570611250582,-7.85560499812486,2.81751253440747e-05,0.00271949724987718
"ENSG00000136997",0.834966965258109,5.05613752736996,7.82521650776598,2.90441345389972e-05,0.00274562957339626
"ENSG00000149218",1.90706185164594,6.21721159827534,7.81787027376909,2.92586046384236e-05,0.00274562957339626
"ENSG00000105835",1.05489750699066,6.84412583033946,7.81632347008447,2.9303984286151e-05,0.00274562957339626
"ENSG00000173110",-2.46960988555979,-1.12603195772096,-7.81368228953961,2.93816492652392e-05,0.00274562957339626
"ENSG00000143786",-1.48491282952421,1.673346724036,-7.81070374692018,2.94695059223609e-05,0.00274562957339626
"ENSG00000108960",1.6769655223578,6.07877727039657,7.80699165666931,2.95794038984652e-05,0.00274562957339626
"ENSG00000176771",-2.25461906344612,1.9118244492178,-7.80401552403516,2.96678387523349e-05,0.00274562957339626
"ENSG00000091527",0.759049691049561,7.77899157853496,7.79874846002297,2.98250606679363e-05,0.00274562957339626
"ENSG00000134318",0.803778995617417,7.67018976841934,7.78863316042321,3.01295755938338e-05,0.00275772195923791
"ENSG00000074590",1.33504993461033,4.10001215244859,7.7538369275732,3.12034637418634e-05,0.00283969350601666
"ENSG00000189184",-0.899264135269204,8.17140949398854,-7.73179902592713,3.19053107796379e-05,0.00288706806520746
"ENSG00000125848",-2.42399731783888,2.54467745676882,-7.71424636779637,3.24767240939955e-05,0.00292217123119193
"ENSG00000114450",0.929758553054317,5.56207746601423,7.68560946631177,3.34332538409107e-05,0.00296112424717691
"ENSG00000181027",0.627841189535563,4.60994426511568,7.68306474618299,3.3519737785373e-05,0.00296112424717691
"ENSG00000169750",1.46613458807621,1.60331070373352,7.68246978589283,3.35399933059749e-05,0.00296112424717691
"ENSG00000108604",1.24919664430284,6.51696334078038,7.6726812034594,3.38751842180837e-05,0.00296112424717691
"ENSG00000026950",-0.903628408769591,5.02930596031466,-7.6681550397969,3.40314160859389e-05,0.00296112424717691
"ENSG00000226137",-0.589025530896446,4.44984232765052,-7.66780273717632,3.40436098406118e-05,0.00296112424717691
"ENSG00000109881",-1.318175540548,1.50190546078401,-7.66297598518053,3.4211155436428e-05,0.00296112424717691
"ENSG00000116132",-0.773642161705407,7.97167975952937,-7.65579948763005,3.44619413691116e-05,0.00296670744997012
"ENSG00000114853",0.738872033946692,7.25355208679206,7.6404919446728,3.50036423542994e-05,0.00299713982868049
"ENSG00000150907",2.22942887323172,4.53346379085206,7.63163011678407,3.53215115329531e-05,0.00299741871284389
"ENSG00000147119",1.52407858153159,4.18736259240621,7.6265972643427,3.55034474509141e-05,0.00299741871284389
"ENSG00000173517",0.980841448331986,8.4540372318638,7.62472127508881,3.55715268571829e-05,0.00299741871284389
"ENSG00000166526",-0.585709474893049,4.23662917589429,-7.61886077422939,3.57851285734809e-05,0.00299954714558556
"ENSG00000109906",7.38509769847735,1.38134434750964,7.60862735497896,3.61614973821541e-05,0.00301522516915281
"ENSG00000188215",0.731555292553913,4.66810441553422,7.602727710401,3.63804502718896e-05,0.00301768255744851
"ENSG00000066322",0.517691973729853,5.57713000807883,7.58902065212978,3.68947990381186e-05,0.00304241904842839
"ENSG00000102984",-1.40060564663051,1.91437199166626,-7.58464322611963,3.7060736870219e-05,0.00304241904842839
"ENSG00000205978",-1.16495330099016,6.09961049570776,-7.5785487325189,3.72931305567225e-05,0.0030457969089557
"ENSG00000142327",0.5986884975287,5.45875069059121,7.56900220194975,3.76603783284046e-05,0.00306009788397026
"ENSG00000172465",1.01183657514306,4.11123461943406,7.55574731529419,3.81768824625709e-05,0.00308631994974063
"ENSG00000131446",0.857732650434393,7.90258525432092,7.54368816308008,3.86535528967932e-05,0.00309379990231906
"ENSG00000243742",-2.15244710134082,-0.34234785137217,-7.5411307051779,3.8755480639924e-05,0.00309379990231906
"ENSG00000162643",-1.60294068068574,1.83144799892128,-7.53190282442319,3.91257186999181e-05,0.00309379990231906
"ENSG00000126861",-1.77846969489582,3.58635072741234,-7.53073564853957,3.91728236508387e-05,0.00309379990231906
"ENSG00000158079",0.925191964683513,3.77187695698683,7.52905620300216,3.92407120600559e-05,0.00309379990231906
"ENSG00000182010",-1.86253453006985,2.15494950204816,-7.52419064307881,3.94381231496373e-05,0.00309404704079371
"ENSG00000106615",0.947961828366702,6.59493816430679,7.49947562843111,4.04578654807018e-05,0.00315667557500799
"ENSG00000155962",-1.31686905303542,4.09338963689905,-7.49530379936898,4.06328326558231e-05,0.00315667557500799
"ENSG00000100626",-1.00894827825012,4.27257728037771,-7.49000845890206,4.08561170554616e-05,0.00315861417585088
"ENSG00000148120",1.08498602524345,5.00724406306883,7.47835411949636,4.13522939603699e-05,0.00318152963097996
"ENSG00000143878",1.2194874844846,7.14064786159295,7.47275486482778,4.15930275138569e-05,0.0031846661355081
"ENSG00000236104",-0.657396330505694,4.15955658741602,-7.46641457918083,4.18674790082356e-05,0.00319034196500077
"ENSG00000135862",0.801380784633615,10.5754345404991,7.44041057296133,4.30140840314549e-05,0.003261223601324
"ENSG00000198960",-0.651213037485907,4.82012015527047,-7.43486999275485,4.32628134986818e-05,0.003261223601324
"ENSG00000147130",-0.594722467641573,5.53204418018305,-7.43032787044347,4.34678971267598e-05,0.003261223601324
"ENSG00000134684",-0.7505090503107,5.79227615212218,-7.42704546009346,4.36167667387927e-05,0.003261223601324
"ENSG00000128699",1.00070302638975,6.34321403291719,7.41267678335814,4.42750562597395e-05,0.00329497451398416
"ENSG00000138074",1.19344439516489,4.21413089683388,7.40585703243103,4.45913056311258e-05,0.00330307503944795
"ENSG00000185022",1.26313739148705,4.76688040365011,7.39583865297459,4.50603867998458e-05,0.00331196793846774
"ENSG00000152463",3.57163307708326,-2.35535726720741,7.39271100553979,4.52079364022524e-05,0.00331196793846774
"ENSG00000254332",0.861603029647711,6.28619729461131,7.38860261922578,4.54025591792263e-05,0.00331196793846774
"ENSG00000264885",0.970162441058907,3.88392962854877,7.38564580255143,4.55431984506113e-05,0.00331196793846774
"ENSG00000182552",1.11055206392526,5.39721754115925,7.37389673155159,4.61067769892061e-05,0.00333771150150044
"ENSG00000114270",1.22293527002441,6.03381527883324,7.33966008208037,4.77931271606753e-05,0.00342033976181994
"ENSG00000174437",1.32040117539945,8.76777472213632,7.33899481361617,4.78265583801652e-05,0.00342033976181994
"ENSG00000134294",1.20791222873446,9.76912879042137,7.33768432908312,4.7892488188236e-05,0.00342033976181994
"ENSG00000196152",-0.798076111259098,2.60666654495709,-7.32339109964488,4.8618081681293e-05,0.00345665878953693
"ENSG00000141298",1.23549262463196,6.44066077594057,7.2991555262926,4.9876104028895e-05,0.0035096082192575
"ENSG00000074047",-0.901655083281565,4.01513773629588,-7.2974986292178,4.99634049106034e-05,0.0035096082192575
"ENSG00000128342",-2.52544491797321,2.26649649643228,-7.29562409383849,5.00623750961723e-05,0.0035096082192575
"ENSG00000108830",-2.35061487108106,2.4018191590443,-7.29218899558746,5.02442969980353e-05,0.0035096082192575
"ENSG00000231991",0.678320330152896,7.11584538441409,7.28199549356569,5.07884230752475e-05,0.00353212413055193
"ENSG00000168890",0.907267759669912,4.46909510741769,7.27536913924719,5.11455995951622e-05,0.00353420135868261
"ENSG00000124151",1.34908511614128,6.01330520803883,7.25911528799196,5.20334404089019e-05,0.00353420135868261
"ENSG00000157152",3.4126865523889,0.297892092275082,7.25162646897208,5.2448180054693e-05,0.00353420135868261
"ENSG00000084090",1.25633946076733,7.24490191118809,7.2453352116454,5.27993993303656e-05,0.00353420135868261
"ENSG00000079462",-1.0342821634476,1.36988890871351,-7.24520614395321,5.28066316757502e-05,0.00353420135868261
"ENSG00000125503",0.650190640872315,6.88553113898377,7.24398239635423,5.28752587194348e-05,0.00353420135868261
"ENSG00000140450",-0.743792903989317,5.8434473516901,-7.24116806911673,5.30334558301171e-05,0.00353420135868261
"ENSG00000114670",-1.24196651096507,2.96482528201534,-7.2405292868697,5.30694348465733e-05,0.00353420135868261
"ENSG00000071282",1.60503059732451,7.17805091986564,7.23988000724808,5.31060325461997e-05,0.00353420135868261
"ENSG00000089041",-1.9681155509503,1.83343959506293,-7.23530362677552,5.33647738239637e-05,0.00353420135868261
"ENSG00000009413",1.09740886744904,8.3516600619917,7.23514846005704,5.33735708935781e-05,0.00353420135868261
"ENSG00000196155",-1.41102598316487,3.31976699518454,-7.23325128112769,5.3481258787047e-05,0.00353420135868261
"ENSG00000165821",-0.825057929790414,3.9350534530612,-7.20366874777173,5.51916089778175e-05,0.00362663848459462
"ENSG00000137767",1.02107918199868,5.26207198897774,7.20122596627714,5.53354986661115e-05,0.00362663848459462
"ENSG00000177614",-2.53026723266263,2.08173163834344,-7.19251394898843,5.58520297423521e-05,0.00364548944949467
"ENSG00000172349",0.965543169814592,4.88680388874015,7.18508879302266,5.6296436549612e-05,0.00365949815709845
"ENSG00000261597",-1.07374400598423,3.01638949362885,-7.18119356073993,5.65311208870398e-05,0.00365981557417478
"ENSG00000198189",0.764128446300867,5.77430789503065,7.17387037666494,5.69752447371921e-05,0.00367363460601021
"ENSG00000112658",0.906702336910788,5.85021158651636,7.16634371450828,5.74356971551886e-05,0.0036883907777965
"ENSG00000154767",-0.562718211076191,6.08793866544933,-7.16149484171274,5.773449188724e-05,0.0036926888264907
"ENSG00000247311",2.50135815078338,-0.789681483358564,7.15704780735878,5.80100228749793e-05,0.00369547049722768
"ENSG00000164294",-0.552916839565796,7.35019591637508,-7.15210472374303,5.83179805747316e-05,0.00370028748459433
"ENSG00000113916",0.793557912719904,6.24260495451399,7.13040503757007,5.96912459051187e-05,0.00376340691407242
"ENSG00000164050",0.800946366276938,7.3025490459773,7.12893767142744,5.97853792076053e-05,0.00376340691407242
"ENSG00000184304",0.713403079149145,5.13863867323027,7.11879361564809,6.04405991205473e-05,0.00378188535087999
"ENSG00000021355",0.584295159841473,4.83248941748268,7.11681294466987,6.0569449601055e-05,0.00378188535087999
